logical_module,logical_port,bit_index,direction,parent_net,source_file,source_line_or_ast_pointer,source_commit,predecode_expression,enabled_expression
DECODER3_8,WL0,0,output,WL0,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[0],1c34428d8b913963c4971d093b1a7c2df97a2509,A0b & A1b & A2b,(A0b & A1b & A2b) & EN
DECODER3_8,WL1,1,output,WL1,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[1],1c34428d8b913963c4971d093b1a7c2df97a2509,A0b & A1b & A2,(A0b & A1b & A2) & EN
DECODER3_8,WL2,2,output,WL2,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[2],1c34428d8b913963c4971d093b1a7c2df97a2509,A0b & A1 & A2b,(A0b & A1 & A2b) & EN
DECODER3_8,WL3,3,output,WL3,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[3],1c34428d8b913963c4971d093b1a7c2df97a2509,A0b & A1 & A2,(A0b & A1 & A2) & EN
DECODER3_8,WL4,4,output,WL4,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[4],1c34428d8b913963c4971d093b1a7c2df97a2509,A0 & A1b & A2b,(A0 & A1b & A2b) & EN
DECODER3_8,WL5,5,output,WL5,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[5],1c34428d8b913963c4971d093b1a7c2df97a2509,A0 & A1b & A2,(A0 & A1b & A2) & EN
DECODER3_8,WL6,6,output,WL6,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[6],1c34428d8b913963c4971d093b1a7c2df97a2509,A0 & A1 & A2b,(A0 & A1 & A2b) & EN
DECODER3_8,WL7,7,output,WL7,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/decoder.py,DECODER3_8.input_combinations[7],1c34428d8b913963c4971d093b1a7c2df97a2509,A0 & A1 & A2,(A0 & A1 & A2) & EN
