left_gate,left_orientation,right_gate,right_orientation,gap,placement_axis,pair_key
PINV,MX,PNAND2,R180,0.0025,horizontal,PINV|MX|PNAND2|R180|0.0025|horizontal
PINV,MX,PNAND2,R180,0.07,horizontal,PINV|MX|PNAND2|R180|0.07|horizontal
PINV,MX,PNAND2,R180,0.14,horizontal,PINV|MX|PNAND2|R180|0.14|horizontal
PINV,MX,PNAND3,MX,0.0,horizontal,PINV|MX|PNAND3|MX|0.0|horizontal
PINV,MX,PNAND3,MX,0.0025,horizontal,PINV|MX|PNAND3|MX|0.0025|horizontal
PINV,MX,PNAND3,MX,0.07,horizontal,PINV|MX|PNAND3|MX|0.07|horizontal
PINV,MX,PNAND3,MX,0.14,horizontal,PINV|MX|PNAND3|MX|0.14|horizontal
PINV,MX,PNAND3,MY,0.0,horizontal,PINV|MX|PNAND3|MY|0.0|horizontal
PINV,MX,PNAND3,MY,0.0025,horizontal,PINV|MX|PNAND3|MY|0.0025|horizontal
PINV,MX,PNAND3,MY,0.07,horizontal,PINV|MX|PNAND3|MY|0.07|horizontal
PINV,MX,PNAND3,MY,0.14,horizontal,PINV|MX|PNAND3|MY|0.14|horizontal
PINV,MX,PNAND3,R0,0.0,horizontal,PINV|MX|PNAND3|R0|0.0|horizontal
PINV,MX,PNAND3,R0,0.0025,horizontal,PINV|MX|PNAND3|R0|0.0025|horizontal
PINV,MX,PNAND3,R0,0.07,horizontal,PINV|MX|PNAND3|R0|0.07|horizontal
PINV,MX,PNAND3,R0,0.14,horizontal,PINV|MX|PNAND3|R0|0.14|horizontal
PINV,MX,PNAND3,R180,0.0,horizontal,PINV|MX|PNAND3|R180|0.0|horizontal
PINV,MX,PNAND3,R180,0.0025,horizontal,PINV|MX|PNAND3|R180|0.0025|horizontal
PINV,MX,PNAND3,R180,0.07,horizontal,PINV|MX|PNAND3|R180|0.07|horizontal
PINV,MX,PNAND3,R180,0.14,horizontal,PINV|MX|PNAND3|R180|0.14|horizontal
PINV,MX,WORDLINEDRIVER,MX,0.0,horizontal,PINV|MX|WORDLINEDRIVER|MX|0.0|horizontal
PINV,MX,WORDLINEDRIVER,MX,0.0025,horizontal,PINV|MX|WORDLINEDRIVER|MX|0.0025|horizontal
PINV,MX,WORDLINEDRIVER,MX,0.07,horizontal,PINV|MX|WORDLINEDRIVER|MX|0.07|horizontal
PINV,MX,WORDLINEDRIVER,MX,0.14,horizontal,PINV|MX|WORDLINEDRIVER|MX|0.14|horizontal
PINV,MX,WORDLINEDRIVER,MY,0.0,horizontal,PINV|MX|WORDLINEDRIVER|MY|0.0|horizontal
PINV,MX,WORDLINEDRIVER,MY,0.0025,horizontal,PINV|MX|WORDLINEDRIVER|MY|0.0025|horizontal
PINV,MX,WORDLINEDRIVER,MY,0.07,horizontal,PINV|MX|WORDLINEDRIVER|MY|0.07|horizontal
PINV,MX,WORDLINEDRIVER,MY,0.14,horizontal,PINV|MX|WORDLINEDRIVER|MY|0.14|horizontal
PINV,MX,WORDLINEDRIVER,R0,0.0,horizontal,PINV|MX|WORDLINEDRIVER|R0|0.0|horizontal
PINV,MX,WORDLINEDRIVER,R0,0.0025,horizontal,PINV|MX|WORDLINEDRIVER|R0|0.0025|horizontal
PINV,MX,WORDLINEDRIVER,R0,0.07,horizontal,PINV|MX|WORDLINEDRIVER|R0|0.07|horizontal
PINV,MX,WORDLINEDRIVER,R0,0.14,horizontal,PINV|MX|WORDLINEDRIVER|R0|0.14|horizontal
PINV,MX,WORDLINEDRIVER,R180,0.0,horizontal,PINV|MX|WORDLINEDRIVER|R180|0.0|horizontal
PINV,MX,WORDLINEDRIVER,R180,0.0025,horizontal,PINV|MX|WORDLINEDRIVER|R180|0.0025|horizontal
PINV,MX,WORDLINEDRIVER,R180,0.07,horizontal,PINV|MX|WORDLINEDRIVER|R180|0.07|horizontal
PINV,MX,WORDLINEDRIVER,R180,0.14,horizontal,PINV|MX|WORDLINEDRIVER|R180|0.14|horizontal
PINV,MY,AND2,MX,0.0,horizontal,PINV|MY|AND2|MX|0.0|horizontal
PINV,MY,AND2,MX,0.0025,horizontal,PINV|MY|AND2|MX|0.0025|horizontal
PINV,MY,AND2,MX,0.07,horizontal,PINV|MY|AND2|MX|0.07|horizontal
PINV,MY,AND2,MX,0.14,horizontal,PINV|MY|AND2|MX|0.14|horizontal
PINV,MY,AND2,MY,0.0,horizontal,PINV|MY|AND2|MY|0.0|horizontal
PINV,MY,AND2,MY,0.0025,horizontal,PINV|MY|AND2|MY|0.0025|horizontal
PINV,MY,AND2,MY,0.07,horizontal,PINV|MY|AND2|MY|0.07|horizontal
PINV,MY,AND2,MY,0.14,horizontal,PINV|MY|AND2|MY|0.14|horizontal
PINV,MY,AND2,R0,0.0,horizontal,PINV|MY|AND2|R0|0.0|horizontal
PINV,MY,AND2,R0,0.0025,horizontal,PINV|MY|AND2|R0|0.0025|horizontal
PINV,MY,AND2,R0,0.07,horizontal,PINV|MY|AND2|R0|0.07|horizontal
PINV,MY,AND2,R0,0.14,horizontal,PINV|MY|AND2|R0|0.14|horizontal
PINV,MY,AND2,R180,0.0,horizontal,PINV|MY|AND2|R180|0.0|horizontal
PINV,MY,AND2,R180,0.0025,horizontal,PINV|MY|AND2|R180|0.0025|horizontal
PINV,MY,AND2,R180,0.07,horizontal,PINV|MY|AND2|R180|0.07|horizontal
PINV,MY,AND2,R180,0.14,horizontal,PINV|MY|AND2|R180|0.14|horizontal
PINV,MY,AND3,MX,0.0,horizontal,PINV|MY|AND3|MX|0.0|horizontal
PINV,MY,AND3,MX,0.0025,horizontal,PINV|MY|AND3|MX|0.0025|horizontal
PINV,MY,AND3,MX,0.07,horizontal,PINV|MY|AND3|MX|0.07|horizontal
PINV,MY,AND3,MX,0.14,horizontal,PINV|MY|AND3|MX|0.14|horizontal
PINV,MY,AND3,MY,0.0,horizontal,PINV|MY|AND3|MY|0.0|horizontal
PINV,MY,AND3,MY,0.0025,horizontal,PINV|MY|AND3|MY|0.0025|horizontal
PINV,MY,AND3,MY,0.07,horizontal,PINV|MY|AND3|MY|0.07|horizontal
PINV,MY,AND3,MY,0.14,horizontal,PINV|MY|AND3|MY|0.14|horizontal
PINV,MY,AND3,R0,0.0,horizontal,PINV|MY|AND3|R0|0.0|horizontal
PINV,MY,AND3,R0,0.0025,horizontal,PINV|MY|AND3|R0|0.0025|horizontal
PINV,MY,AND3,R0,0.07,horizontal,PINV|MY|AND3|R0|0.07|horizontal
PINV,MY,AND3,R0,0.14,horizontal,PINV|MY|AND3|R0|0.14|horizontal
PINV,MY,AND3,R180,0.0,horizontal,PINV|MY|AND3|R180|0.0|horizontal
PINV,MY,AND3,R180,0.0025,horizontal,PINV|MY|AND3|R180|0.0025|horizontal
PINV,MY,AND3,R180,0.07,horizontal,PINV|MY|AND3|R180|0.07|horizontal
PINV,MY,AND3,R180,0.14,horizontal,PINV|MY|AND3|R180|0.14|horizontal
PINV,MY,PINV,MX,0.0,horizontal,PINV|MY|PINV|MX|0.0|horizontal
PINV,MY,PINV,MX,0.0025,horizontal,PINV|MY|PINV|MX|0.0025|horizontal
PINV,MY,PINV,MX,0.07,horizontal,PINV|MY|PINV|MX|0.07|horizontal
PINV,MY,PINV,MX,0.14,horizontal,PINV|MY|PINV|MX|0.14|horizontal
PINV,MY,PINV,MY,0.0,horizontal,PINV|MY|PINV|MY|0.0|horizontal
PINV,MY,PINV,MY,0.0025,horizontal,PINV|MY|PINV|MY|0.0025|horizontal
PINV,MY,PINV,MY,0.07,horizontal,PINV|MY|PINV|MY|0.07|horizontal
PINV,MY,PINV,MY,0.14,horizontal,PINV|MY|PINV|MY|0.14|horizontal
PINV,MY,PINV,R0,0.0,horizontal,PINV|MY|PINV|R0|0.0|horizontal
PINV,MY,PINV,R0,0.0025,horizontal,PINV|MY|PINV|R0|0.0025|horizontal
PINV,MY,PINV,R0,0.07,horizontal,PINV|MY|PINV|R0|0.07|horizontal
PINV,MY,PINV,R0,0.14,horizontal,PINV|MY|PINV|R0|0.14|horizontal
PINV,MY,PINV,R180,0.0,horizontal,PINV|MY|PINV|R180|0.0|horizontal
PINV,MY,PINV,R180,0.0025,horizontal,PINV|MY|PINV|R180|0.0025|horizontal
PINV,MY,PINV,R180,0.07,horizontal,PINV|MY|PINV|R180|0.07|horizontal
PINV,MY,PINV,R180,0.14,horizontal,PINV|MY|PINV|R180|0.14|horizontal
PINV,MY,PNAND2,MX,0.0,horizontal,PINV|MY|PNAND2|MX|0.0|horizontal
PINV,MY,PNAND2,MX,0.0025,horizontal,PINV|MY|PNAND2|MX|0.0025|horizontal
PINV,MY,PNAND2,MX,0.07,horizontal,PINV|MY|PNAND2|MX|0.07|horizontal
PINV,MY,PNAND2,MX,0.14,horizontal,PINV|MY|PNAND2|MX|0.14|horizontal
PINV,MY,PNAND2,MY,0.0,horizontal,PINV|MY|PNAND2|MY|0.0|horizontal
PINV,MY,PNAND2,MY,0.0025,horizontal,PINV|MY|PNAND2|MY|0.0025|horizontal
PINV,MY,PNAND2,MY,0.07,horizontal,PINV|MY|PNAND2|MY|0.07|horizontal
PINV,MY,PNAND2,MY,0.14,horizontal,PINV|MY|PNAND2|MY|0.14|horizontal
PINV,MY,PNAND2,R0,0.0,horizontal,PINV|MY|PNAND2|R0|0.0|horizontal
PINV,MY,PNAND2,R0,0.0025,horizontal,PINV|MY|PNAND2|R0|0.0025|horizontal
PINV,MY,PNAND2,R0,0.07,horizontal,PINV|MY|PNAND2|R0|0.07|horizontal
PINV,MY,PNAND2,R0,0.14,horizontal,PINV|MY|PNAND2|R0|0.14|horizontal
PINV,MY,PNAND2,R180,0.0,horizontal,PINV|MY|PNAND2|R180|0.0|horizontal
PINV,MY,PNAND2,R180,0.0025,horizontal,PINV|MY|PNAND2|R180|0.0025|horizontal
PINV,MY,PNAND2,R180,0.07,horizontal,PINV|MY|PNAND2|R180|0.07|horizontal
PINV,MY,PNAND2,R180,0.14,horizontal,PINV|MY|PNAND2|R180|0.14|horizontal
PINV,MY,PNAND3,MX,0.0,horizontal,PINV|MY|PNAND3|MX|0.0|horizontal
PINV,MY,PNAND3,MX,0.0025,horizontal,PINV|MY|PNAND3|MX|0.0025|horizontal
PINV,MY,PNAND3,MX,0.07,horizontal,PINV|MY|PNAND3|MX|0.07|horizontal
PINV,MY,PNAND3,MX,0.14,horizontal,PINV|MY|PNAND3|MX|0.14|horizontal
PINV,MY,PNAND3,MY,0.0,horizontal,PINV|MY|PNAND3|MY|0.0|horizontal
PINV,MY,PNAND3,MY,0.0025,horizontal,PINV|MY|PNAND3|MY|0.0025|horizontal
PINV,MY,PNAND3,MY,0.07,horizontal,PINV|MY|PNAND3|MY|0.07|horizontal
PINV,MY,PNAND3,MY,0.14,horizontal,PINV|MY|PNAND3|MY|0.14|horizontal
PINV,MY,PNAND3,R0,0.0,horizontal,PINV|MY|PNAND3|R0|0.0|horizontal
PINV,MY,PNAND3,R0,0.0025,horizontal,PINV|MY|PNAND3|R0|0.0025|horizontal
PINV,MY,PNAND3,R0,0.07,horizontal,PINV|MY|PNAND3|R0|0.07|horizontal
PINV,MY,PNAND3,R0,0.14,horizontal,PINV|MY|PNAND3|R0|0.14|horizontal
PINV,MY,PNAND3,R180,0.0,horizontal,PINV|MY|PNAND3|R180|0.0|horizontal
PINV,MY,PNAND3,R180,0.0025,horizontal,PINV|MY|PNAND3|R180|0.0025|horizontal
PINV,MY,PNAND3,R180,0.07,horizontal,PINV|MY|PNAND3|R180|0.07|horizontal
PINV,MY,PNAND3,R180,0.14,horizontal,PINV|MY|PNAND3|R180|0.14|horizontal
PINV,MY,WORDLINEDRIVER,MX,0.0,horizontal,PINV|MY|WORDLINEDRIVER|MX|0.0|horizontal
PINV,MY,WORDLINEDRIVER,MX,0.0025,horizontal,PINV|MY|WORDLINEDRIVER|MX|0.0025|horizontal
PINV,MY,WORDLINEDRIVER,MX,0.07,horizontal,PINV|MY|WORDLINEDRIVER|MX|0.07|horizontal
PINV,MY,WORDLINEDRIVER,MX,0.14,horizontal,PINV|MY|WORDLINEDRIVER|MX|0.14|horizontal
PINV,MY,WORDLINEDRIVER,MY,0.0,horizontal,PINV|MY|WORDLINEDRIVER|MY|0.0|horizontal
PINV,MY,WORDLINEDRIVER,MY,0.0025,horizontal,PINV|MY|WORDLINEDRIVER|MY|0.0025|horizontal
PINV,MY,WORDLINEDRIVER,MY,0.07,horizontal,PINV|MY|WORDLINEDRIVER|MY|0.07|horizontal
PINV,MY,WORDLINEDRIVER,MY,0.14,horizontal,PINV|MY|WORDLINEDRIVER|MY|0.14|horizontal
PINV,MY,WORDLINEDRIVER,R0,0.0,horizontal,PINV|MY|WORDLINEDRIVER|R0|0.0|horizontal
PINV,MY,WORDLINEDRIVER,R0,0.0025,horizontal,PINV|MY|WORDLINEDRIVER|R0|0.0025|horizontal
PINV,MY,WORDLINEDRIVER,R0,0.07,horizontal,PINV|MY|WORDLINEDRIVER|R0|0.07|horizontal
PINV,MY,WORDLINEDRIVER,R0,0.14,horizontal,PINV|MY|WORDLINEDRIVER|R0|0.14|horizontal
PINV,MY,WORDLINEDRIVER,R180,0.0,horizontal,PINV|MY|WORDLINEDRIVER|R180|0.0|horizontal
PINV,MY,WORDLINEDRIVER,R180,0.0025,horizontal,PINV|MY|WORDLINEDRIVER|R180|0.0025|horizontal
PINV,MY,WORDLINEDRIVER,R180,0.07,horizontal,PINV|MY|WORDLINEDRIVER|R180|0.07|horizontal
PINV,MY,WORDLINEDRIVER,R180,0.14,horizontal,PINV|MY|WORDLINEDRIVER|R180|0.14|horizontal
PINV,R0,AND2,MX,0.0,horizontal,PINV|R0|AND2|MX|0.0|horizontal
PINV,R0,AND2,MX,0.0025,horizontal,PINV|R0|AND2|MX|0.0025|horizontal
PINV,R0,AND2,MX,0.07,horizontal,PINV|R0|AND2|MX|0.07|horizontal
PINV,R0,AND2,MX,0.14,horizontal,PINV|R0|AND2|MX|0.14|horizontal
PINV,R0,AND2,MY,0.0,horizontal,PINV|R0|AND2|MY|0.0|horizontal
PINV,R0,AND2,MY,0.0025,horizontal,PINV|R0|AND2|MY|0.0025|horizontal
PINV,R0,AND2,MY,0.07,horizontal,PINV|R0|AND2|MY|0.07|horizontal
PINV,R0,AND2,MY,0.14,horizontal,PINV|R0|AND2|MY|0.14|horizontal
PINV,R0,AND2,R0,0.0,horizontal,PINV|R0|AND2|R0|0.0|horizontal
PINV,R0,AND2,R0,0.0025,horizontal,PINV|R0|AND2|R0|0.0025|horizontal
PINV,R0,AND2,R0,0.07,horizontal,PINV|R0|AND2|R0|0.07|horizontal
PINV,R0,AND2,R0,0.14,horizontal,PINV|R0|AND2|R0|0.14|horizontal
PINV,R0,AND2,R180,0.0,horizontal,PINV|R0|AND2|R180|0.0|horizontal
PINV,R0,AND2,R180,0.0025,horizontal,PINV|R0|AND2|R180|0.0025|horizontal
PINV,R0,AND2,R180,0.07,horizontal,PINV|R0|AND2|R180|0.07|horizontal
PINV,R0,AND2,R180,0.14,horizontal,PINV|R0|AND2|R180|0.14|horizontal
PINV,R0,AND3,MX,0.0,horizontal,PINV|R0|AND3|MX|0.0|horizontal
PINV,R0,AND3,MX,0.0025,horizontal,PINV|R0|AND3|MX|0.0025|horizontal
PINV,R0,AND3,MX,0.07,horizontal,PINV|R0|AND3|MX|0.07|horizontal
PINV,R0,AND3,MX,0.14,horizontal,PINV|R0|AND3|MX|0.14|horizontal
PINV,R0,AND3,MY,0.0,horizontal,PINV|R0|AND3|MY|0.0|horizontal
PINV,R0,AND3,MY,0.0025,horizontal,PINV|R0|AND3|MY|0.0025|horizontal
PINV,R0,AND3,MY,0.07,horizontal,PINV|R0|AND3|MY|0.07|horizontal
PINV,R0,AND3,MY,0.14,horizontal,PINV|R0|AND3|MY|0.14|horizontal
PINV,R0,AND3,R0,0.0,horizontal,PINV|R0|AND3|R0|0.0|horizontal
PINV,R0,AND3,R0,0.0025,horizontal,PINV|R0|AND3|R0|0.0025|horizontal
PINV,R0,AND3,R0,0.07,horizontal,PINV|R0|AND3|R0|0.07|horizontal
PINV,R0,AND3,R0,0.14,horizontal,PINV|R0|AND3|R0|0.14|horizontal
PINV,R0,AND3,R180,0.0,horizontal,PINV|R0|AND3|R180|0.0|horizontal
PINV,R0,AND3,R180,0.0025,horizontal,PINV|R0|AND3|R180|0.0025|horizontal
PINV,R0,AND3,R180,0.07,horizontal,PINV|R0|AND3|R180|0.07|horizontal
PINV,R0,AND3,R180,0.14,horizontal,PINV|R0|AND3|R180|0.14|horizontal
PINV,R0,PINV,MX,0.0,horizontal,PINV|R0|PINV|MX|0.0|horizontal
PINV,R0,PINV,MX,0.0025,horizontal,PINV|R0|PINV|MX|0.0025|horizontal
PINV,R0,PINV,MX,0.07,horizontal,PINV|R0|PINV|MX|0.07|horizontal
PINV,R0,PINV,MX,0.14,horizontal,PINV|R0|PINV|MX|0.14|horizontal
PINV,R0,PINV,MY,0.0,horizontal,PINV|R0|PINV|MY|0.0|horizontal
PINV,R0,PINV,MY,0.0025,horizontal,PINV|R0|PINV|MY|0.0025|horizontal
PINV,R0,PINV,MY,0.07,horizontal,PINV|R0|PINV|MY|0.07|horizontal
PINV,R0,PINV,MY,0.14,horizontal,PINV|R0|PINV|MY|0.14|horizontal
PINV,R0,PINV,R0,0.0,horizontal,PINV|R0|PINV|R0|0.0|horizontal
PINV,R0,PINV,R0,0.0025,horizontal,PINV|R0|PINV|R0|0.0025|horizontal
PINV,R0,PINV,R0,0.07,horizontal,PINV|R0|PINV|R0|0.07|horizontal
PINV,R0,PINV,R0,0.14,horizontal,PINV|R0|PINV|R0|0.14|horizontal
PINV,R0,PINV,R180,0.0,horizontal,PINV|R0|PINV|R180|0.0|horizontal
PINV,R0,PINV,R180,0.0025,horizontal,PINV|R0|PINV|R180|0.0025|horizontal
PINV,R0,PINV,R180,0.07,horizontal,PINV|R0|PINV|R180|0.07|horizontal
PINV,R0,PINV,R180,0.14,horizontal,PINV|R0|PINV|R180|0.14|horizontal
PINV,R0,PNAND2,MX,0.0,horizontal,PINV|R0|PNAND2|MX|0.0|horizontal
PINV,R0,PNAND2,MX,0.0025,horizontal,PINV|R0|PNAND2|MX|0.0025|horizontal
PINV,R0,PNAND2,MX,0.07,horizontal,PINV|R0|PNAND2|MX|0.07|horizontal
PINV,R0,PNAND2,MX,0.14,horizontal,PINV|R0|PNAND2|MX|0.14|horizontal
PINV,R0,PNAND2,MY,0.0,horizontal,PINV|R0|PNAND2|MY|0.0|horizontal
PINV,R0,PNAND2,MY,0.0025,horizontal,PINV|R0|PNAND2|MY|0.0025|horizontal
PINV,R0,PNAND2,MY,0.07,horizontal,PINV|R0|PNAND2|MY|0.07|horizontal
PINV,R0,PNAND2,MY,0.14,horizontal,PINV|R0|PNAND2|MY|0.14|horizontal
PINV,R0,PNAND2,R0,0.0,horizontal,PINV|R0|PNAND2|R0|0.0|horizontal
PINV,R0,PNAND2,R0,0.0025,horizontal,PINV|R0|PNAND2|R0|0.0025|horizontal
PINV,R0,PNAND2,R0,0.07,horizontal,PINV|R0|PNAND2|R0|0.07|horizontal
PINV,R0,PNAND2,R0,0.14,horizontal,PINV|R0|PNAND2|R0|0.14|horizontal
PINV,R0,PNAND2,R180,0.0,horizontal,PINV|R0|PNAND2|R180|0.0|horizontal
PINV,R0,PNAND2,R180,0.0025,horizontal,PINV|R0|PNAND2|R180|0.0025|horizontal
PINV,R0,PNAND2,R180,0.07,horizontal,PINV|R0|PNAND2|R180|0.07|horizontal
PINV,R0,PNAND2,R180,0.14,horizontal,PINV|R0|PNAND2|R180|0.14|horizontal
PINV,R0,PNAND3,MX,0.0,horizontal,PINV|R0|PNAND3|MX|0.0|horizontal
PINV,R0,PNAND3,MX,0.0025,horizontal,PINV|R0|PNAND3|MX|0.0025|horizontal
PINV,R0,PNAND3,MX,0.07,horizontal,PINV|R0|PNAND3|MX|0.07|horizontal
PINV,R0,PNAND3,MX,0.14,horizontal,PINV|R0|PNAND3|MX|0.14|horizontal
PINV,R0,PNAND3,MY,0.0,horizontal,PINV|R0|PNAND3|MY|0.0|horizontal
PINV,R0,PNAND3,MY,0.0025,horizontal,PINV|R0|PNAND3|MY|0.0025|horizontal
PINV,R0,PNAND3,MY,0.07,horizontal,PINV|R0|PNAND3|MY|0.07|horizontal
PINV,R0,PNAND3,MY,0.14,horizontal,PINV|R0|PNAND3|MY|0.14|horizontal
PINV,R0,PNAND3,R0,0.0,horizontal,PINV|R0|PNAND3|R0|0.0|horizontal
PINV,R0,PNAND3,R0,0.0025,horizontal,PINV|R0|PNAND3|R0|0.0025|horizontal
PINV,R0,PNAND3,R0,0.07,horizontal,PINV|R0|PNAND3|R0|0.07|horizontal
PINV,R0,PNAND3,R0,0.14,horizontal,PINV|R0|PNAND3|R0|0.14|horizontal
PINV,R0,PNAND3,R180,0.0,horizontal,PINV|R0|PNAND3|R180|0.0|horizontal
PINV,R0,PNAND3,R180,0.0025,horizontal,PINV|R0|PNAND3|R180|0.0025|horizontal
PINV,R0,PNAND3,R180,0.07,horizontal,PINV|R0|PNAND3|R180|0.07|horizontal
PINV,R0,PNAND3,R180,0.14,horizontal,PINV|R0|PNAND3|R180|0.14|horizontal
PINV,R0,WORDLINEDRIVER,MX,0.0,horizontal,PINV|R0|WORDLINEDRIVER|MX|0.0|horizontal
PINV,R0,WORDLINEDRIVER,MX,0.0025,horizontal,PINV|R0|WORDLINEDRIVER|MX|0.0025|horizontal
PINV,R0,WORDLINEDRIVER,MX,0.07,horizontal,PINV|R0|WORDLINEDRIVER|MX|0.07|horizontal
PINV,R0,WORDLINEDRIVER,MX,0.14,horizontal,PINV|R0|WORDLINEDRIVER|MX|0.14|horizontal
PINV,R0,WORDLINEDRIVER,MY,0.0,horizontal,PINV|R0|WORDLINEDRIVER|MY|0.0|horizontal
PINV,R0,WORDLINEDRIVER,MY,0.0025,horizontal,PINV|R0|WORDLINEDRIVER|MY|0.0025|horizontal
PINV,R0,WORDLINEDRIVER,MY,0.07,horizontal,PINV|R0|WORDLINEDRIVER|MY|0.07|horizontal
PINV,R0,WORDLINEDRIVER,MY,0.14,horizontal,PINV|R0|WORDLINEDRIVER|MY|0.14|horizontal
PINV,R0,WORDLINEDRIVER,R0,0.0,horizontal,PINV|R0|WORDLINEDRIVER|R0|0.0|horizontal
PINV,R0,WORDLINEDRIVER,R0,0.0025,horizontal,PINV|R0|WORDLINEDRIVER|R0|0.0025|horizontal
PINV,R0,WORDLINEDRIVER,R0,0.07,horizontal,PINV|R0|WORDLINEDRIVER|R0|0.07|horizontal
PINV,R0,WORDLINEDRIVER,R0,0.14,horizontal,PINV|R0|WORDLINEDRIVER|R0|0.14|horizontal
PINV,R0,WORDLINEDRIVER,R180,0.0,horizontal,PINV|R0|WORDLINEDRIVER|R180|0.0|horizontal
PINV,R0,WORDLINEDRIVER,R180,0.0025,horizontal,PINV|R0|WORDLINEDRIVER|R180|0.0025|horizontal
PINV,R0,WORDLINEDRIVER,R180,0.07,horizontal,PINV|R0|WORDLINEDRIVER|R180|0.07|horizontal
PINV,R0,WORDLINEDRIVER,R180,0.14,horizontal,PINV|R0|WORDLINEDRIVER|R180|0.14|horizontal
PINV,R180,AND2,MX,0.0,horizontal,PINV|R180|AND2|MX|0.0|horizontal
PINV,R180,AND2,MX,0.0025,horizontal,PINV|R180|AND2|MX|0.0025|horizontal
PINV,R180,AND2,MX,0.07,horizontal,PINV|R180|AND2|MX|0.07|horizontal
PINV,R180,AND2,MX,0.14,horizontal,PINV|R180|AND2|MX|0.14|horizontal
PINV,R180,AND2,MY,0.0,horizontal,PINV|R180|AND2|MY|0.0|horizontal
PINV,R180,AND2,MY,0.0025,horizontal,PINV|R180|AND2|MY|0.0025|horizontal
PINV,R180,AND2,MY,0.07,horizontal,PINV|R180|AND2|MY|0.07|horizontal
PINV,R180,AND2,MY,0.14,horizontal,PINV|R180|AND2|MY|0.14|horizontal
PINV,R180,AND2,R0,0.0,horizontal,PINV|R180|AND2|R0|0.0|horizontal
PINV,R180,AND2,R0,0.0025,horizontal,PINV|R180|AND2|R0|0.0025|horizontal
PINV,R180,AND2,R0,0.07,horizontal,PINV|R180|AND2|R0|0.07|horizontal
PINV,R180,AND2,R0,0.14,horizontal,PINV|R180|AND2|R0|0.14|horizontal
PINV,R180,AND2,R180,0.0,horizontal,PINV|R180|AND2|R180|0.0|horizontal
PINV,R180,AND2,R180,0.0025,horizontal,PINV|R180|AND2|R180|0.0025|horizontal
PINV,R180,AND2,R180,0.07,horizontal,PINV|R180|AND2|R180|0.07|horizontal
PINV,R180,AND2,R180,0.14,horizontal,PINV|R180|AND2|R180|0.14|horizontal
PINV,R180,AND3,MX,0.0,horizontal,PINV|R180|AND3|MX|0.0|horizontal
PINV,R180,AND3,MX,0.0025,horizontal,PINV|R180|AND3|MX|0.0025|horizontal
PINV,R180,AND3,MX,0.07,horizontal,PINV|R180|AND3|MX|0.07|horizontal
PINV,R180,AND3,MX,0.14,horizontal,PINV|R180|AND3|MX|0.14|horizontal
PINV,R180,AND3,MY,0.0,horizontal,PINV|R180|AND3|MY|0.0|horizontal
PINV,R180,AND3,MY,0.0025,horizontal,PINV|R180|AND3|MY|0.0025|horizontal
PINV,R180,AND3,MY,0.07,horizontal,PINV|R180|AND3|MY|0.07|horizontal
PINV,R180,AND3,MY,0.14,horizontal,PINV|R180|AND3|MY|0.14|horizontal
PINV,R180,AND3,R0,0.0,horizontal,PINV|R180|AND3|R0|0.0|horizontal
PINV,R180,AND3,R0,0.0025,horizontal,PINV|R180|AND3|R0|0.0025|horizontal
PINV,R180,AND3,R0,0.07,horizontal,PINV|R180|AND3|R0|0.07|horizontal
PINV,R180,AND3,R0,0.14,horizontal,PINV|R180|AND3|R0|0.14|horizontal
PINV,R180,AND3,R180,0.0,horizontal,PINV|R180|AND3|R180|0.0|horizontal
PINV,R180,AND3,R180,0.0025,horizontal,PINV|R180|AND3|R180|0.0025|horizontal
PINV,R180,AND3,R180,0.07,horizontal,PINV|R180|AND3|R180|0.07|horizontal
PINV,R180,AND3,R180,0.14,horizontal,PINV|R180|AND3|R180|0.14|horizontal
PINV,R180,PINV,MX,0.0,horizontal,PINV|R180|PINV|MX|0.0|horizontal
PINV,R180,PINV,MX,0.0025,horizontal,PINV|R180|PINV|MX|0.0025|horizontal
PINV,R180,PINV,MX,0.07,horizontal,PINV|R180|PINV|MX|0.07|horizontal
PINV,R180,PINV,MX,0.14,horizontal,PINV|R180|PINV|MX|0.14|horizontal
PINV,R180,PINV,MY,0.0,horizontal,PINV|R180|PINV|MY|0.0|horizontal
PINV,R180,PINV,MY,0.0025,horizontal,PINV|R180|PINV|MY|0.0025|horizontal
PINV,R180,PINV,MY,0.07,horizontal,PINV|R180|PINV|MY|0.07|horizontal
PINV,R180,PINV,MY,0.14,horizontal,PINV|R180|PINV|MY|0.14|horizontal
PINV,R180,PINV,R0,0.0,horizontal,PINV|R180|PINV|R0|0.0|horizontal
PINV,R180,PINV,R0,0.0025,horizontal,PINV|R180|PINV|R0|0.0025|horizontal
PINV,R180,PINV,R0,0.07,horizontal,PINV|R180|PINV|R0|0.07|horizontal
PINV,R180,PINV,R0,0.14,horizontal,PINV|R180|PINV|R0|0.14|horizontal
PINV,R180,PINV,R180,0.0,horizontal,PINV|R180|PINV|R180|0.0|horizontal
PINV,R180,PINV,R180,0.0025,horizontal,PINV|R180|PINV|R180|0.0025|horizontal
PINV,R180,PINV,R180,0.07,horizontal,PINV|R180|PINV|R180|0.07|horizontal
PINV,R180,PINV,R180,0.14,horizontal,PINV|R180|PINV|R180|0.14|horizontal
PINV,R180,PNAND2,MX,0.0,horizontal,PINV|R180|PNAND2|MX|0.0|horizontal
