shape_id,shape_layer,shape_bbox,owner,net,route_id,segment_key
active_10247_seg1,active_segments,"[49.255, 1.4575, 49.3825, 1.7275]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
active_10263_seg0,active_segments,"[49.2925, 1.5475, 49.3825, 1.6375]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
active_10268_seg1,active_segments,"[49.255, 0.1575, 49.3825, 0.2475]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
active_10284_seg0,active_segments,"[49.2925, 0.1575, 49.3825, 0.2475]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
active_10715_seg1,active_segments,"[53.22, 1.4575, 53.3475, 1.7275]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
active_10731_seg0,active_segments,"[53.2575, 1.5475, 53.3475, 1.6375]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
active_10736_seg1,active_segments,"[53.22, 0.1575, 53.3475, 0.2475]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
active_10752_seg0,active_segments,"[53.2575, 0.1575, 53.3475, 0.2475]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
active_11183_seg1,active_segments,"[57.185, 1.4575, 57.3125, 1.7275]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
active_11199_seg0,active_segments,"[57.2225, 1.5475, 57.3125, 1.6375]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
active_11204_seg1,active_segments,"[57.185, 0.1575, 57.3125, 0.2475]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
active_11220_seg0,active_segments,"[57.2225, 0.1575, 57.3125, 0.2475]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
active_11651_seg1,active_segments,"[61.15, 1.4575, 61.2775, 1.7275]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
active_11667_seg0,active_segments,"[61.1875, 1.5475, 61.2775, 1.6375]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
active_11672_seg1,active_segments,"[61.15, 0.1575, 61.2775, 0.2475]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
active_11688_seg0,active_segments,"[61.1875, 0.1575, 61.2775, 0.2475]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
active_12119_seg1,active_segments,"[65.115, 1.4575, 65.2425, 1.7275]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
active_12135_seg0,active_segments,"[65.1525, 1.5475, 65.2425, 1.6375]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
active_12140_seg1,active_segments,"[65.115, 0.1575, 65.2425, 0.2475]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
active_12156_seg0,active_segments,"[65.1525, 0.1575, 65.2425, 0.2475]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
active_12587_seg1,active_segments,"[69.08, 1.4575, 69.2075, 1.7275]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
active_12603_seg0,active_segments,"[69.1175, 1.5475, 69.2075, 1.6375]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
active_12608_seg1,active_segments,"[69.08, 0.1575, 69.2075, 0.2475]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
active_12624_seg0,active_segments,"[69.1175, 0.1575, 69.2075, 0.2475]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
active_13055_seg1,active_segments,"[73.045, 1.4575, 73.1725, 1.7275]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
active_13071_seg0,active_segments,"[73.0825, 1.5475, 73.1725, 1.6375]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
active_13076_seg1,active_segments,"[73.045, 0.1575, 73.1725, 0.2475]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
active_13092_seg0,active_segments,"[73.0825, 0.1575, 73.1725, 0.2475]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
active_5500_seg1,active_segments,"[84.29, 1.4575, 84.4175, 1.7275]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
active_5516_seg0,active_segments,"[84.3275, 1.5475, 84.4175, 1.6375]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
active_5521_seg1,active_segments,"[84.29, 0.1575, 84.4175, 0.2475]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
active_5537_seg0,active_segments,"[84.3275, 0.1575, 84.4175, 0.2475]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
active_5968_seg1,active_segments,"[88.255, 1.4575, 88.3825, 1.7275]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
active_5984_seg0,active_segments,"[88.2925, 1.5475, 88.3825, 1.6375]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
active_5989_seg1,active_segments,"[88.255, 0.1575, 88.3825, 0.2475]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
active_6005_seg0,active_segments,"[88.2925, 0.1575, 88.3825, 0.2475]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
active_6436_seg1,active_segments,"[92.22, 1.4575, 92.3475, 1.7275]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
active_6452_seg0,active_segments,"[92.2575, 1.5475, 92.3475, 1.6375]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
active_6457_seg1,active_segments,"[92.22, 0.1575, 92.3475, 0.2475]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
active_6473_seg0,active_segments,"[92.2575, 0.1575, 92.3475, 0.2475]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
active_6904_seg1,active_segments,"[96.185, 1.4575, 96.3125, 1.7275]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
active_6920_seg0,active_segments,"[96.2225, 1.5475, 96.3125, 1.6375]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
active_6925_seg1,active_segments,"[96.185, 0.1575, 96.3125, 0.2475]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
active_6941_seg0,active_segments,"[96.2225, 0.1575, 96.3125, 0.2475]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
active_7372_seg1,active_segments,"[100.15, 1.4575, 100.2775, 1.7275]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
active_7388_seg0,active_segments,"[100.1875, 1.5475, 100.2775, 1.6375]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
active_7393_seg1,active_segments,"[100.15, 0.1575, 100.2775, 0.2475]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
active_7409_seg0,active_segments,"[100.1875, 0.1575, 100.2775, 0.2475]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
active_7840_seg1,active_segments,"[104.115, 1.4575, 104.2425, 1.7275]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
active_7856_seg0,active_segments,"[104.1525, 1.5475, 104.2425, 1.6375]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
active_7861_seg1,active_segments,"[104.115, 0.1575, 104.2425, 0.2475]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
active_7877_seg0,active_segments,"[104.1525, 0.1575, 104.2425, 0.2475]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
active_8308_seg1,active_segments,"[108.08, 1.4575, 108.2075, 1.7275]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
active_8324_seg0,active_segments,"[108.1175, 1.5475, 108.2075, 1.6375]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
active_8329_seg1,active_segments,"[108.08, 0.1575, 108.2075, 0.2475]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
active_8345_seg0,active_segments,"[108.1175, 0.1575, 108.2075, 0.2475]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
active_8776_seg1,active_segments,"[112.045, 1.4575, 112.1725, 1.7275]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
active_8792_seg0,active_segments,"[112.0825, 1.5475, 112.1725, 1.6375]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
active_8797_seg1,active_segments,"[112.045, 0.1575, 112.1725, 0.2475]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
active_8813_seg0,active_segments,"[112.0825, 0.1575, 112.1725, 0.2475]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
active_9779_seg1,active_segments,"[45.29, 1.4575, 45.4175, 1.7275]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
active_9795_seg0,active_segments,"[45.3275, 1.5475, 45.4175, 1.6375]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
active_9800_seg1,active_segments,"[45.29, 0.1575, 45.4175, 0.2475]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
active_9816_seg0,active_segments,"[45.3275, 0.1575, 45.4175, 0.2475]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
contact_10262,contact,"[49.305, 1.56, 49.37, 1.625]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
contact_10283,contact,"[49.305, 0.17, 49.37, 0.235]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
contact_10730,contact,"[53.27, 1.56, 53.335, 1.625]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
contact_10751,contact,"[53.27, 0.17, 53.335, 0.235]",PARENT_INTEGRATION_ROUTER,WL2,WL2,source_bbox
contact_11198,contact,"[57.235, 1.56, 57.3, 1.625]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
contact_11219,contact,"[57.235, 0.17, 57.3, 0.235]",PARENT_INTEGRATION_ROUTER,WL3,WL3,source_bbox
contact_11666,contact,"[61.2, 1.56, 61.265, 1.625]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
contact_11687,contact,"[61.2, 0.17, 61.265, 0.235]",PARENT_INTEGRATION_ROUTER,WL4,WL4,source_bbox
contact_12134,contact,"[65.165, 1.56, 65.23, 1.625]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
contact_12155,contact,"[65.165, 0.17, 65.23, 0.235]",PARENT_INTEGRATION_ROUTER,WL5,WL5,source_bbox
contact_12602,contact,"[69.13, 1.56, 69.195, 1.625]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
contact_12623,contact,"[69.13, 0.17, 69.195, 0.235]",PARENT_INTEGRATION_ROUTER,WL6,WL6,source_bbox
contact_13070,contact,"[73.095, 1.56, 73.16, 1.625]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
contact_13091,contact,"[73.095, 0.17, 73.16, 0.235]",PARENT_INTEGRATION_ROUTER,WL7,WL7,source_bbox
contact_5515,contact,"[84.34, 1.56, 84.405, 1.625]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
contact_5536,contact,"[84.34, 0.17, 84.405, 0.235]",PARENT_INTEGRATION_ROUTER,WL8,WL8,source_bbox
contact_5983,contact,"[88.305, 1.56, 88.37, 1.625]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
contact_6004,contact,"[88.305, 0.17, 88.37, 0.235]",PARENT_INTEGRATION_ROUTER,WL9,WL9,source_bbox
contact_6451,contact,"[92.27, 1.56, 92.335, 1.625]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
contact_6472,contact,"[92.27, 0.17, 92.335, 0.235]",PARENT_INTEGRATION_ROUTER,WL10,WL10,source_bbox
contact_6919,contact,"[96.235, 1.56, 96.3, 1.625]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
contact_6940,contact,"[96.235, 0.17, 96.3, 0.235]",PARENT_INTEGRATION_ROUTER,WL11,WL11,source_bbox
contact_7387,contact,"[100.2, 1.56, 100.265, 1.625]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
contact_7408,contact,"[100.2, 0.17, 100.265, 0.235]",PARENT_INTEGRATION_ROUTER,WL12,WL12,source_bbox
contact_7855,contact,"[104.165, 1.56, 104.23, 1.625]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
contact_7876,contact,"[104.165, 0.17, 104.23, 0.235]",PARENT_INTEGRATION_ROUTER,WL13,WL13,source_bbox
contact_8323,contact,"[108.13, 1.56, 108.195, 1.625]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
contact_8344,contact,"[108.13, 0.17, 108.195, 0.235]",PARENT_INTEGRATION_ROUTER,WL14,WL14,source_bbox
contact_8791,contact,"[112.095, 1.56, 112.16, 1.625]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
contact_8812,contact,"[112.095, 0.17, 112.16, 0.235]",PARENT_INTEGRATION_ROUTER,WL15,WL15,source_bbox
contact_9794,contact,"[45.34, 1.56, 45.405, 1.625]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
contact_9815,contact,"[45.34, 0.17, 45.405, 0.235]",PARENT_INTEGRATION_ROUTER,WL0,WL0,source_bbox
m1_0,m1,"[0.4725, 1.82, 112.475, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,power_bridge_bbox
m1_0,m1,"[0.4725, 1.82, 112.475, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_0,m1,"[0.4725, 1.82, 112.475, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_1,m1,"[0.4725, 0.0, 112.475, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,power_bridge_bbox
m1_1,m1,"[0.4725, 0.0, 112.475, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_1,m1,"[0.4725, 0.0, 112.475, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10013,m1,"[47.1875, 1.82, 47.875, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10013,m1,"[47.1875, 1.82, 47.875, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10014,m1,"[47.1875, 0.0, 47.875, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10014,m1,"[47.1875, 0.0, 47.875, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10015,m1,"[47.665, 1.6825, 47.73, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10015,m1,"[47.665, 1.6825, 47.73, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10016,m1,"[47.665, 0.0325, 47.73, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10016,m1,"[47.665, 0.0325, 47.73, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10024,m1,"[47.28, 0.0, 47.345, 0.135]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10024,m1,"[47.28, 0.0, 47.345, 0.135]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10025,m1,"[47.28, 1.525, 47.345, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10025,m1,"[47.28, 1.525, 47.345, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10090,m1,"[47.985, 1.82, 49.685, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10090,m1,"[47.985, 1.82, 49.685, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10091,m1,"[47.985, 0.0, 49.685, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10091,m1,"[47.985, 0.0, 49.685, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10103,m1,"[47.985, 1.82, 48.8875, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10103,m1,"[47.985, 1.82, 48.8875, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10104,m1,"[47.985, 0.0, 48.8875, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10104,m1,"[47.985, 0.0, 48.8875, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10105,m1,"[48.6775, 1.6825, 48.7425, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10105,m1,"[48.6775, 1.6825, 48.7425, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10106,m1,"[48.6775, 0.0325, 48.7425, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10106,m1,"[48.6775, 0.0325, 48.7425, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10115,m1,"[48.0775, 0.0, 48.1425, 0.18]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10115,m1,"[48.0775, 0.0, 48.1425, 0.18]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10116,m1,"[48.0775, 1.525, 48.1425, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10116,m1,"[48.0775, 1.525, 48.1425, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10117,m1,"[48.5075, 1.525, 48.5725, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10117,m1,"[48.5075, 1.525, 48.5725, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10227,m1,"[49.3375, 0.865, 49.4025, 0.93]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
m1_10227,m1,"[49.3375, 0.865, 49.4025, 0.93]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_m1_landing_bbox
m1_10227,m1,"[49.3375, 0.865, 49.4025, 0.93]",TOP_PIN,WL1,TOP_PIN::WL1,top_pin_bbox
m1_10228,m1,"[48.9975, 1.82, 49.685, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10228,m1,"[48.9975, 1.82, 49.685, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10229,m1,"[48.9975, 0.0, 49.685, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10229,m1,"[48.9975, 0.0, 49.685, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10230,m1,"[49.475, 1.6825, 49.54, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10230,m1,"[49.475, 1.6825, 49.54, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10231,m1,"[49.475, 0.0325, 49.54, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10231,m1,"[49.475, 0.0325, 49.54, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10238,m1,"[49.305, 0.135, 49.37, 1.66]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
m1_10238,m1,"[49.305, 0.135, 49.37, 1.66]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_m1_landing_bbox
m1_10238,m1,"[49.305, 0.135, 49.37, 1.66]",TOP_PIN,WL1,TOP_PIN::WL1,top_pin_bbox
m1_10239,m1,"[49.09, 0.0, 49.155, 0.135]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10239,m1,"[49.09, 0.0, 49.155, 0.135]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10240,m1,"[49.09, 1.525, 49.155, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10240,m1,"[49.09, 1.525, 49.155, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10255,m1,"[49.305, 1.525, 49.37, 1.66]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
m1_10255,m1,"[49.305, 1.525, 49.37, 1.66]",TOP_PIN,WL1,TOP_PIN::WL1,top_pin_bbox
m1_10276,m1,"[49.305, 0.135, 49.37, 0.27]",PARENT_INTEGRATION_ROUTER,WL1,WL1,source_bbox
m1_10276,m1,"[49.305, 0.135, 49.37, 0.27]",TOP_PIN,WL1,TOP_PIN::WL1,top_pin_bbox
m1_10305,m1,"[49.795, 1.82, 51.84, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10305,m1,"[49.795, 1.82, 51.84, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10306,m1,"[49.795, 0.0, 51.84, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10306,m1,"[49.795, 0.0, 51.84, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10319,m1,"[49.795, 1.82, 51.0425, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10319,m1,"[49.795, 1.82, 51.0425, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10320,m1,"[49.795, 0.0, 51.0425, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10320,m1,"[49.795, 0.0, 51.0425, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10321,m1,"[50.8325, 1.6825, 50.8975, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10321,m1,"[50.8325, 1.6825, 50.8975, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10322,m1,"[50.8325, 0.0325, 50.8975, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10322,m1,"[50.8325, 0.0325, 50.8975, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10337,m1,"[49.8875, 0.0, 49.9525, 0.18]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10337,m1,"[49.8875, 0.0, 49.9525, 0.18]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10338,m1,"[49.8875, 1.525, 49.9525, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10338,m1,"[49.8875, 1.525, 49.9525, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10339,m1,"[50.3175, 1.525, 50.3825, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10339,m1,"[50.3175, 1.525, 50.3825, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10481,m1,"[51.1525, 1.82, 51.84, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10481,m1,"[51.1525, 1.82, 51.84, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10482,m1,"[51.1525, 0.0, 51.84, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10482,m1,"[51.1525, 0.0, 51.84, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10483,m1,"[51.63, 1.6825, 51.695, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10483,m1,"[51.63, 1.6825, 51.695, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10484,m1,"[51.63, 0.0325, 51.695, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10484,m1,"[51.63, 0.0325, 51.695, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10492,m1,"[51.245, 0.0, 51.31, 0.135]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10492,m1,"[51.245, 0.0, 51.31, 0.135]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10493,m1,"[51.245, 1.525, 51.31, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10493,m1,"[51.245, 1.525, 51.31, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10558,m1,"[51.95, 1.82, 53.65, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10558,m1,"[51.95, 1.82, 53.65, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10559,m1,"[51.95, 0.0, 53.65, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10559,m1,"[51.95, 0.0, 53.65, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10571,m1,"[51.95, 1.82, 52.8525, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10571,m1,"[51.95, 1.82, 52.8525, 1.885]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10572,m1,"[51.95, 0.0, 52.8525, 0.065]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10572,m1,"[51.95, 0.0, 52.8525, 0.065]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10573,m1,"[52.6425, 1.6825, 52.7075, 1.8525]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
m1_10573,m1,"[52.6425, 1.6825, 52.7075, 1.8525]",TOP_PIN,VDD,TOP_PIN::VDD,top_pin_bbox
m1_10574,m1,"[52.6425, 0.0325, 52.7075, 0.2025]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10574,m1,"[52.6425, 0.0325, 52.7075, 0.2025]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10583,m1,"[52.0425, 0.0, 52.1075, 0.18]",PARENT_INTEGRATION_ROUTER,array_interface_VSS,array_interface_VSS,source_bbox
m1_10583,m1,"[52.0425, 0.0, 52.1075, 0.18]",TOP_PIN,VSS,TOP_PIN::VSS,top_pin_bbox
m1_10584,m1,"[52.0425, 1.525, 52.1075, 1.885]",PARENT_INTEGRATION_ROUTER,array_interface_VDD,array_interface_VDD,source_bbox
