left_gate,left_orientation,right_gate,right_orientation,gap,power_rail_compatibility,boundary_DRC,Pin_obstruction,same_net_rail_stitching,foreign_net_risk,legal,reason,trial_gds_path,trial_gds_sha256,trial_lyrdb_path
PINV,MX,AND3,MY,0.14,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__AND3_MY__g0p14.gds,87e8016df48312e656563b9bc4a8406b6497993bf5aeeeb4d7700b7f2e212760,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__AND3_MY__g0p14_drc/PAIR__PINV_MX__AND3_MY__g0p14.lyrdb
PINV,MX,WORDLINEDRIVER,R0,0.0,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0.gds,b7ac61f56d4058988cd7dee2491387cbad5d75e18a595d5d6081f11832d027d6,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0_drc/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0.lyrdb
PINV,MX,WORDLINEDRIVER,R0,0.0025,False,1,False,False,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0025.gds,c4cdb0fb4feb4ca966c1de6ded5d8d92e8782cebaee1735257a70ea8dad0c8a4,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0025_drc/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p0025.lyrdb
PINV,MX,WORDLINEDRIVER,R0,0.07,False,1,False,False,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p07.gds,7a692dd089a66055b191ec95bd94cf31e04e8e29ab9832452c96443c8f7f7e41,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p07_drc/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p07.lyrdb
PINV,MX,WORDLINEDRIVER,R0,0.14,False,1,False,False,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p14.gds,09121daf86a6f62ef345180756ea45e4bc9f69aea8e68a11d106ee5b89382e66,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p14_drc/PAIR__PINV_MX__WORDLINEDRIVER_R0__g0p14.lyrdb
PINV,MX,WORDLINEDRIVER,R180,0.0,False,56,False,False,True,False,drc_marker_count=56,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0.gds,55d41f657898f261002dcbff56a6e2de0949fa294a116ca99d347a2aa383a00b,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0_drc/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0.lyrdb
PINV,MX,WORDLINEDRIVER,R180,0.0025,False,56,False,False,True,False,drc_marker_count=56,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0025.gds,9c7a4587bbaec1787cfd7881530e45baea3fa3bff0199316f86eb3f845a0c5e3,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0025_drc/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p0025.lyrdb
PINV,MX,WORDLINEDRIVER,R180,0.07,False,100,False,False,True,False,drc_marker_count=100,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p07.gds,f7c48ee169306f106f2902a9fddbf7a0b61ed1c63b48bd6757851d8101e1571a,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p07_drc/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p07.lyrdb
PINV,MX,WORDLINEDRIVER,R180,0.14,False,51,False,False,True,False,drc_marker_count=51,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p14.gds,6cbbd412f2d1e288df98233c5625152f6048035c460bccbd01b0be56b900f1fd,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p14_drc/PAIR__PINV_MX__WORDLINEDRIVER_R180__g0p14.lyrdb
PINV,MX,WORDLINEDRIVER,MX,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0.gds,055600652ceae0c1b739eedd4573a4cbdb356cdadabdfa68b8438c31e042f4db,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0_drc/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0.lyrdb
PINV,MX,WORDLINEDRIVER,MX,0.0025,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0025.gds,2651a6902f1644028edc7bce7e70b3a5a67a51d1543bbfcda5a334ae12a821fd,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0025_drc/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p0025.lyrdb
PINV,MX,WORDLINEDRIVER,MX,0.07,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p07.gds,fc44135938fb10d59b97fcab9969bd60356bca1930592d8038cc963f915cfc31,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p07_drc/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p07.lyrdb
PINV,MX,WORDLINEDRIVER,MX,0.14,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p14.gds,208549589ef172a0a4b67225388b87e2a3280201a2e65465b38d1cf41b3af00e,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p14_drc/PAIR__PINV_MX__WORDLINEDRIVER_MX__g0p14.lyrdb
PINV,MX,WORDLINEDRIVER,MY,0.0,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0.gds,eff5b733b7e10cdc7e99172a9bbfb59276d1b8c02018e7dc516e695c9c431dcd,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0_drc/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0.lyrdb
PINV,MX,WORDLINEDRIVER,MY,0.0025,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0025.gds,ac12d4bba7dbd03bb2cd00dcd8d602c7c718d84dc4aa1136acdf200703e67b8a,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0025_drc/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p0025.lyrdb
PINV,MX,WORDLINEDRIVER,MY,0.07,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p07.gds,686acedd65dec4413eb75f63e1c8938ab40c4da7cbb7e053512c4fb4fe0c5e3f,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p07_drc/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p07.lyrdb
PINV,MX,WORDLINEDRIVER,MY,0.14,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p14.gds,81e047f1ab898247ed758cc3e348341e8408fa6ebc3c8ee0f14f173f87494638,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p14_drc/PAIR__PINV_MX__WORDLINEDRIVER_MY__g0p14.lyrdb
PINV,MY,PINV,R0,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p0.gds,f1d290a5d111b19e8a818e207c5a383168d72bf52d0e92e69175cb6d7147bb2f,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p0_drc/PAIR__PINV_MY__PINV_R0__g0p0.lyrdb
PINV,MY,PINV,R0,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p0025.gds,342e0e8cfdfa1f0f3bcba6e817142ffdec6e8313ae883f00b9d41ffd19182af5,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p0025_drc/PAIR__PINV_MY__PINV_R0__g0p0025.lyrdb
PINV,MY,PINV,R0,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p07.gds,ac305cc93b24e321b2bccac13c85ffa7d6af47208bba37932fcc740055af6e17,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p07_drc/PAIR__PINV_MY__PINV_R0__g0p07.lyrdb
PINV,MY,PINV,R0,0.14,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p14.gds,9cab035ea2635a2661807194282ea57b50dccef96cd501426e41748f3ac34b08,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R0__g0p14_drc/PAIR__PINV_MY__PINV_R0__g0p14.lyrdb
PINV,MY,PINV,R180,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p0.gds,ad1d8ac4562918bfee4bd1a46f2ac55b70907baf7d33a1e3979b3627def439cb,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p0_drc/PAIR__PINV_MY__PINV_R180__g0p0.lyrdb
PINV,MY,PINV,R180,0.0025,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p0025.gds,7be0ad164ddc4d03a2593f84b5d4b89f35b80ab6908e711bc45ae8856254e4c0,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p0025_drc/PAIR__PINV_MY__PINV_R180__g0p0025.lyrdb
PINV,MY,PINV,R180,0.07,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p07.gds,b9697f1b0ff14a4343a672625ebc4bac3940be61711114e5b959106f79308cd4,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p07_drc/PAIR__PINV_MY__PINV_R180__g0p07.lyrdb
PINV,MY,PINV,R180,0.14,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p14.gds,463aa2d57306b4feb6035690f63add3f0efe53c720a5b6b886cec81da3dd36af,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_R180__g0p14_drc/PAIR__PINV_MY__PINV_R180__g0p14.lyrdb
PINV,MY,PINV,MX,0.0,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p0.gds,ee82929c341b9ef8d7e835f9eeceeef1a083b128938cc5e0a049c159bddf63ec,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p0_drc/PAIR__PINV_MY__PINV_MX__g0p0.lyrdb
PINV,MY,PINV,MX,0.0025,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p0025.gds,38eef0e5a2cc32341a6a72113b2af709336d30f81796214cc78c8b8146ac46ed,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p0025_drc/PAIR__PINV_MY__PINV_MX__g0p0025.lyrdb
PINV,MY,PINV,MX,0.07,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p07.gds,2a7b4f6ad58c449c7ccc30ce7debeb9be7f877b84133b68216983903caf58737,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p07_drc/PAIR__PINV_MY__PINV_MX__g0p07.lyrdb
PINV,MY,PINV,MX,0.14,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p14.gds,0bc9818fe14c673bcc4f8efa124965b8fd65aabc4cd6fdcda4f47e08628a536d,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MX__g0p14_drc/PAIR__PINV_MY__PINV_MX__g0p14.lyrdb
PINV,MY,PINV,MY,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p0.gds,129c704fc4c6c30b9d3f4e3410f1a84bf9a08070ba05a4b7dc9954bb99741c5a,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p0_drc/PAIR__PINV_MY__PINV_MY__g0p0.lyrdb
PINV,MY,PINV,MY,0.0025,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p0025.gds,6bf2e8c9099db6e601d46121ca41d7e946ee3876a7554a059e82318dde4b8050,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p0025_drc/PAIR__PINV_MY__PINV_MY__g0p0025.lyrdb
PINV,MY,PINV,MY,0.07,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p07.gds,53e903b5f37e51d7b63e52b6cadfcf8ef50ce0bca99bf46471fbd2cb02188821,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p07_drc/PAIR__PINV_MY__PINV_MY__g0p07.lyrdb
PINV,MY,PINV,MY,0.14,True,1,False,True,True,False,drc_marker_count=1,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p14.gds,6ac2929e2612a88336016843232cdf80bf6b8b8fb9107d81c3a9b8cf6a85f2ae,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PINV_MY__g0p14_drc/PAIR__PINV_MY__PINV_MY__g0p14.lyrdb
PINV,MY,PNAND2,R0,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p0.gds,0170c1d5ae5b97350647821ddc015a838c11468d8307c58e73cbc250f6560ce3,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p0_drc/PAIR__PINV_MY__PNAND2_R0__g0p0.lyrdb
PINV,MY,PNAND2,R0,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p0025.gds,0cb556cf6f8eeb61343e3ad17660014f28d81b63fb977e35f49977d49889d9bc,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p0025_drc/PAIR__PINV_MY__PNAND2_R0__g0p0025.lyrdb
PINV,MY,PNAND2,R0,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p07.gds,eb6dff95e9501e10d9812b6b5deb2085d081b28a88e8a95368429f1d438588f8,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p07_drc/PAIR__PINV_MY__PNAND2_R0__g0p07.lyrdb
PINV,MY,PNAND2,R0,0.14,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p14.gds,a62d6b5f87aa4d9adf1c8476283d4bb9285bf635790ac1cd9085bfd699febc42,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R0__g0p14_drc/PAIR__PINV_MY__PNAND2_R0__g0p14.lyrdb
PINV,MY,PNAND2,R180,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p0.gds,f4ee223c9437941b660a9f509fe518edb7386fa6b2f64414841c978f6656d04d,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p0_drc/PAIR__PINV_MY__PNAND2_R180__g0p0.lyrdb
PINV,MY,PNAND2,R180,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p0025.gds,f729b64fef976d4ecb7cc7520b6be93cbe5cf8b9d42bda0728a7421fba2cca2f,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p0025_drc/PAIR__PINV_MY__PNAND2_R180__g0p0025.lyrdb
PINV,MY,PNAND2,R180,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p07.gds,0526d8c05ef9008a4b0b6096e902fa5994f34f99680c3fbe23e4571d81c507be,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p07_drc/PAIR__PINV_MY__PNAND2_R180__g0p07.lyrdb
PINV,MY,PNAND2,R180,0.14,True,4,False,True,True,False,drc_marker_count=4,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p14.gds,ce01fb94649bf60ea6bdcd1ed525e09316a8bf3e07742ccdb825b3933bc3f294,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_R180__g0p14_drc/PAIR__PINV_MY__PNAND2_R180__g0p14.lyrdb
PINV,MY,PNAND2,MX,0.0,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p0.gds,883506ee6da79d114e42702807089c5aa773ec0d50d4934800e9b35271ab9ed5,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p0_drc/PAIR__PINV_MY__PNAND2_MX__g0p0.lyrdb
PINV,MY,PNAND2,MX,0.0025,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p0025.gds,67ccd176425ec5adcc6c4ce5c64c684f838623a517b4a01c01600afc89314b6b,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p0025_drc/PAIR__PINV_MY__PNAND2_MX__g0p0025.lyrdb
PINV,MY,PNAND2,MX,0.07,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p07.gds,f3ac5c6d3e136fa319fc210891ef7b2f82c3d82039418e5ed4b51fa37c32127a,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p07_drc/PAIR__PINV_MY__PNAND2_MX__g0p07.lyrdb
PINV,MY,PNAND2,MX,0.14,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p14.gds,0f86a9ea4d277747779b18ffa42670d2f1e13fb96306c173d1ee62b84fe9ded2,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MX__g0p14_drc/PAIR__PINV_MY__PNAND2_MX__g0p14.lyrdb
PINV,MY,PNAND2,MY,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p0.gds,b446486b8f3d20c63b6fd680a4dc63714122c7b37d650a3b41ef1b4b681936ee,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p0_drc/PAIR__PINV_MY__PNAND2_MY__g0p0.lyrdb
PINV,MY,PNAND2,MY,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p0025.gds,40fe86d0a8e5189c43dddfe81d6db7429c338203790c247666b48cb2149907e6,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p0025_drc/PAIR__PINV_MY__PNAND2_MY__g0p0025.lyrdb
PINV,MY,PNAND2,MY,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p07.gds,87ad8a884ba963e219852819372d1623ec45d00be2bb9e41d874096039aa83ea,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p07_drc/PAIR__PINV_MY__PNAND2_MY__g0p07.lyrdb
PINV,MY,PNAND2,MY,0.14,True,8,False,True,True,False,drc_marker_count=8,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p14.gds,e7288b9f5687183152dc95e5ed8397ecb804913b7e26d3d490aee853a1610da6,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND2_MY__g0p14_drc/PAIR__PINV_MY__PNAND2_MY__g0p14.lyrdb
PINV,MY,PNAND3,R0,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p0.gds,a0df54d6de4c52ffb09d392fe28ab4611cd8692109b629d71f35a54ef80af13c,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p0_drc/PAIR__PINV_MY__PNAND3_R0__g0p0.lyrdb
PINV,MY,PNAND3,R0,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p0025.gds,8e56a4c62b60a874f972bc4185093b27ad85807f4518f9091fef09c02c968f5b,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p0025_drc/PAIR__PINV_MY__PNAND3_R0__g0p0025.lyrdb
PINV,MY,PNAND3,R0,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p07.gds,3dde0c31c73f2cc1fa4252bb36cc12d0bc802747749af8f68df76b86c8197070,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p07_drc/PAIR__PINV_MY__PNAND3_R0__g0p07.lyrdb
PINV,MY,PNAND3,R0,0.14,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p14.gds,1492720122abe9e2f1718001eddc674e22673594c0eb103c587ec3b01b06410f,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R0__g0p14_drc/PAIR__PINV_MY__PNAND3_R0__g0p14.lyrdb
PINV,MY,PNAND3,R180,0.0,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p0.gds,e02c12de56d3ae14a484582b21adbfb7716af9526b891b72e94a8144e4bdf2f9,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p0_drc/PAIR__PINV_MY__PNAND3_R180__g0p0.lyrdb
PINV,MY,PNAND3,R180,0.0025,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p0025.gds,b51fbc2ec4ffac0e5037c00631a87732db07fdc5cfd6e2f1b3e28fd43d20370b,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p0025_drc/PAIR__PINV_MY__PNAND3_R180__g0p0025.lyrdb
PINV,MY,PNAND3,R180,0.07,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p07.gds,73a9cd369b1c8d4ee66f5a9081b1f48dc71db80b550fb27df0332021750acaad,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p07_drc/PAIR__PINV_MY__PNAND3_R180__g0p07.lyrdb
PINV,MY,PNAND3,R180,0.14,True,0,False,True,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p14.gds,b530e3eb7c16470bbe98815f3d1a99be05e591d776a11006423894f0479033b3,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_R180__g0p14_drc/PAIR__PINV_MY__PNAND3_R180__g0p14.lyrdb
PINV,MY,PNAND3,MX,0.0,False,0,False,False,False,True,,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_MX__g0p0.gds,57eeaaad45aeaeda85876a197f83fe4ac4ead228d2904ebbb97a7793cb98d773,outputs/PROJECT_decoder_gate_abutment_matrix/_pair_trials/PAIR__PINV_MY__PNAND3_MX__g0p0_drc/PAIR__PINV_MY__PNAND3_MX__g0p0.lyrdb
