source_cell,reference_index,reference_type,target_cell,target_exists,columns,rows
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,1,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,2,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,3,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,4,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50,0,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,0,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,1,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,2,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,3,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_core,4,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_pmos_m2_w0_540_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW360_PW1080_L50__PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW360_PW1080_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50,0,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,0,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,1,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,2,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,3,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,4,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,3,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,3,SREF,DEBUG_BEFORE__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50,0,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,0,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,1,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,2,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,3,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_core,4,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,3,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW450_PW1350_L50__PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,3,SREF,REUSABLE_AFTER__PINV_NW450_PW1350_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50,0,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,0,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,1,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,2,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,3,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,4,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50,0,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,0,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,1,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,2,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,3,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_core,4,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW90_PW270_L50__PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW90_PW270_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50,0,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,0,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,1,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,2,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,3,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,4,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,3,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,4,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,5,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,0,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,1,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,2,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,3,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,4,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,5,SREF,DEBUG_BEFORE__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50,0,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,0,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,1,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,2,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_9,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,3,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_10,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_core,4,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW180_PW270_L50_contact_11,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,3,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,4,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,5,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_8,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,0,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,1,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,2,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,3,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,4,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
REUSABLE_AFTER__PINV_NW910_PW2430_L50__PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,5,SREF,REUSABLE_AFTER__PINV_NW910_PW2430_L50__TRANSMISSION_GATE_NW250_PW500_L50_contact_7,True,1,1
DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50,0,SREF,DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50_core,True,1,1
DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50_core,0,SREF,DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1,True,1,1
DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50_core,1,SREF,DEBUG_BEFORE__TRANSMISSION_GATE_NW250_PW500_L50__TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1,True,1,1
