DRC,DRC_markers,LVS,Level1,column_solver_used,gate,name,paired_column_count,resource_metrics,same_net_common_gate_count,split_gate_count
DRC_PASS,0,LVS_PASS,PASS,True,PASS,INV2_COLUMN_SOLVED,1,"{'contacts': 8, 'via1': 10, 'via2': 10, 'm1_length': 2.16, 'm2_length': 57.575, 'm3_length': 8.73, 'total_wire_length': 68.465, 'm3_segments': 8, 'm2_segments': 10, 'm1_segments': 5}",1,0
DRC_PASS,0,LVS_PASS,PASS,True,PASS,NAND2_COLUMN_SOLVED,2,"{'contacts': 14, 'via1': 18, 'via2': 18, 'm1_length': 4.8, 'm2_length': 111.85, 'm3_length': 20.11, 'total_wire_length': 136.76, 'm3_segments': 11, 'm2_segments': 18, 'm1_segments': 10}",2,0
DRC_PASS,0,LVS_PASS,PASS,True,PASS,LATCH_COLUMN_SOLVED,2,"{'contacts': 14, 'via1': 18, 'via2': 18, 'm1_length': 4.08, 'm2_length': 104.7, 'm3_length': 15.93, 'total_wire_length': 124.71, 'm3_segments': 8, 'm2_segments': 18, 'm1_segments': 9}",2,0
DRC_PASS,0,LVS_PASS,PASS,True,PASS,TG_INV_COLUMN_SOLVED,2,"{'contacts': 14, 'via1': 18, 'via2': 18, 'm1_length': 3.12, 'm2_length': 120.3, 'm3_length': 24.71, 'total_wire_length': 148.13, 'm3_segments': 13, 'm2_segments': 18, 'm1_segments': 7}",1,1
