bbox_area,bbox_height,bbox_width,candidate,drc_marker_count,drc_pass,gds,gds_sha,mos_count,top_cell
9.018,3.34,2.7,SOURCE_ORDER,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/PNAND2/SOURCE_ORDER/clean.gds,0956e55ab349c556f13121843d6549f56a9fb339dfc884086786b403cb073a04,4,PNAND2_OPENYIELD_EXACT_SOURCE_ORDER
9.018,3.34,2.7,DIFFUSION_OPT,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/PNAND2/DIFFUSION_OPT/clean.gds,59fe051a319b25edcbe294cb7d70c7094d7688693bfa82a3819a47206ced520b,4,PNAND2_OPENYIELD_EXACT_DIFFUSION_OPT
9.018,3.34,2.7,PIN_ACCESS_OPT,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/PNAND2/PIN_ACCESS_OPT/clean.gds,c16498704052d303f0198290c2a4766d2215ef0b47c065d41c2cea994af943c9,4,PNAND2_OPENYIELD_EXACT_PIN_ACCESS_OPT
9.018,3.34,2.7,AUTO_PARETO,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/PNAND2/AUTO_PARETO/clean.gds,827c16b5a0352b13c510829c6003cf1ee9dcbf4ac7b0882a2cfcac1718b6adc5,4,PNAND2_OPENYIELD_EXACT_AUTO_PARETO
