scan_root,relative_path,exists,path_kind,asset_hits,stage_tags,is_required_input,evidence_strength,summary
sram_layoutgen,sram_layoutgen/openyield_adapter/top_power_pin_exporter.py,True,file,POWER_PLAN,,False,DIRECT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/openyield_adapter/wordlinedriver_adapter.py,True,file,ROUTING_RULES,,False,DIRECT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/openyield_adapter/wordlinedriver_placement.py,True,file,PLACEMENT_RULES;ROUTING_RULES,,False,DIRECT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/openyield_adapter/writedriver_adapter.py,True,file,,,False,CONTEXT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/openyield_adapter/writedriver_placement.py,True,file,PLACEMENT_RULES,,False,DIRECT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/signoff.py,True,file,,,False,CONTEXT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/standalone.py,True,file,GDS_GENERATION_FLOW,,False,DIRECT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/stdcell.py,True,file,,,False,CONTEXT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/tech.py,True,file,,,False,CONTEXT,Scanned file under sram_layoutgen.
sram_layoutgen,sram_layoutgen/verifier.py,True,file,,,False,CONTEXT,Scanned file under sram_layoutgen.
scripts,scripts/M10_harden_raw_openyield_trace.py,True,file,VERIFICATION_AND_TRACE,M10_harden_raw_openyield_trace.py,False,DIRECT,Scanned file under scripts.
scripts,scripts/M11_openyield_config_variation.py,True,file,SRAM_CONFIGURATION,M11_openyield_config_variation.py,False,DIRECT,Scanned file under scripts.
scripts,scripts/M12_ten_asset_audit.py,True,file,,M12_ten_asset_audit.py,False,CONTEXT,Scanned file under scripts.
scripts,scripts/M1_layoutgen_openyield_binding.py,True,file,,M1_layoutgen_openyield_binding.py,False,CONTEXT,Scanned file under scripts.
