candidate_id,relative_path,size_bytes,top_cell,cell_count,sref_count,boundary_count,bbox,contains_complete_sram_top,candidate_score,mux_present,power_rail_overlap_positive_count,rail_stitch_visible,selection_reasons,selected_as_golden
GDS_001,full_layout_collection/B_openram_reference_32x16.gds,887842,sram_1rw_32x16_freepdk45,116,3397,7800,"{""x0"": -0.1, ""y0"": -3.5975, ""x1"": 69.955, ""y1"": 53.61, ""width"": 70.05499999999999, ""height"": 57.207499999999996, ""shape_count"": 7800}",True,81,True,,UNKNOWN,filename contains final/full/top; top cell looks like SRAM top; contains 7 expected SRAM structure categories,False
GDS_002,full_layout_collection/_all_gds_and_reports/sram_16x16_wpr1__sram_16x16_wpr1_fd45.complete.gds,375402,sram_16x16_wpr1_fd45,33,527,5331,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 5331}",True,124,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_003,full_layout_collection/_all_gds_and_reports/sram_16x16_wpr1__sram_16x16_wpr1_fd45.gds,303082,sram_16x16_wpr1_fd45,33,527,4201,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 4201}",True,84,True,30,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_004,full_layout_collection/_all_gds_and_reports/sram_16x16_wpr1__sram_16x16_wpr1_fd45.integration.gds,130984,sram_16x16_wpr1_fd45,1,0,2017,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.7825, ""height"": 52.755, ""shape_count"": 2017}",True,-20,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_005,full_layout_collection/_all_gds_and_reports/sram_16x16_wpr1__sram_16x16_wpr1_fd45.presentation.gds,294884,sram_16x16_wpr1_fd45,33,527,4201,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 4201}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_006,full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,420690,sram_16x32_wpr2_fd45,33,818,5875,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.3125, ""y1"": 45.275, ""width"": 36.4125, ""height"": 45.379999999999995, ""shape_count"": 5875}",True,124,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_007,full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.gds,333650,sram_16x32_wpr2_fd45,33,818,4515,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.3125, ""y1"": 45.275, ""width"": 36.4125, ""height"": 45.379999999999995, ""shape_count"": 4515}",True,84,True,30,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_008,full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.integration.gds,151124,sram_16x32_wpr2_fd45,1,0,2331,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 36.3125, ""y1"": 45.275, ""width"": 36.3125, ""height"": 45.275, ""shape_count"": 2331}",True,-19,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_009,full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.presentation.gds,325408,sram_16x32_wpr2_fd45,33,818,4515,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.3125, ""y1"": 45.275, ""width"": 36.4125, ""height"": 45.379999999999995, ""shape_count"": 4515}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_010,full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,289850,sram_2x16_wpr1_fd45,33,219,4183,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 15.2025, ""y1"": 47.015, ""width"": 15.3025, ""height"": 47.12, ""shape_count"": 4183}",True,119,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_011,full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.gds,261370,sram_2x16_wpr1_fd45,33,219,3738,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 15.2025, ""y1"": 47.015, ""width"": 15.3025, ""height"": 47.12, ""shape_count"": 3738}",True,79,True,30,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_012,full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.integration.gds,100136,sram_2x16_wpr1_fd45,1,0,1554,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 15.2025, ""y1"": 47.015, ""width"": 15.2025, ""height"": 47.015, ""shape_count"": 1554}",True,-23,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_013,full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.presentation.gds,254388,sram_2x16_wpr1_fd45,33,219,3738,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 15.2025, ""y1"": 47.015, ""width"": 15.3025, ""height"": 47.12, ""shape_count"": 3738}",True,19,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_014,full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,473194,sram_32x16_wpr1_fd45,33,879,6643,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 52.755, ""width"": 39.3225, ""height"": 52.86, ""shape_count"": 6643}",True,124,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_015,full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.gds,350890,sram_32x16_wpr1_fd45,33,879,4732,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 52.755, ""width"": 39.3225, ""height"": 52.86, ""shape_count"": 4732}",True,84,True,30,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_016,full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.integration.gds,166376,sram_32x16_wpr1_fd45,1,0,2548,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 39.2225, ""y1"": 52.755, ""width"": 39.2225, ""height"": 52.755, ""shape_count"": 2548}",True,-18,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_017,full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.presentation.gds,341284,sram_32x16_wpr1_fd45,33,879,4732,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 52.755, ""width"": 39.3225, ""height"": 52.86, ""shape_count"": 4732}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_018,full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,567870,sram_32x32_wpr1_fd45,33,1473,7790,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 74.595, ""width"": 39.3225, ""height"": 74.7, ""shape_count"": 7790}",True,124,True,62,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_019,full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.gds,439358,sram_32x32_wpr1_fd45,33,1473,5782,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 74.595, ""width"": 39.3225, ""height"": 74.7, ""shape_count"": 5782}",True,84,True,62,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_020,full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.integration.gds,233620,sram_32x32_wpr1_fd45,1,0,3598,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 39.2225, ""y1"": 74.595, ""width"": 39.2225, ""height"": 74.595, ""shape_count"": 3598}",True,-15,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_021,full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.presentation.gds,429708,sram_32x32_wpr1_fd45,33,1473,5782,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 39.2225, ""y1"": 74.595, ""width"": 39.3225, ""height"": 74.7, ""shape_count"": 5782}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_022,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,381066,sram_4x32_wpr1_fd45,33,409,5494,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 16.5725, ""y1"": 74.595, ""width"": 16.672500000000003, ""height"": 74.7, ""shape_count"": 5494}",True,124,True,62,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_023,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.gds,339914,sram_4x32_wpr1_fd45,33,409,4851,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 16.5725, ""y1"": 74.595, ""width"": 16.672500000000003, ""height"": 74.7, ""shape_count"": 4851}",True,84,True,62,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_024,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.integration.gds,171584,sram_4x32_wpr1_fd45,1,0,2667,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 16.5725, ""y1"": 74.595, ""width"": 16.5725, ""height"": 74.595, ""shape_count"": 2667}",True,-17,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_025,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.presentation.gds,332716,sram_4x32_wpr1_fd45,33,409,4851,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 16.5725, ""y1"": 74.595, ""width"": 16.672500000000003, ""height"": 74.7, ""shape_count"": 4851}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_026,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr2__sram_4x32_wpr2_fd45.complete.gds,317462,sram_4x32_wpr2_fd45,33,338,4545,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 19.3925, ""y1"": 47.015, ""width"": 19.4925, ""height"": 47.12, ""shape_count"": 4545}",True,124,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_027,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr2__sram_4x32_wpr2_fd45.gds,279254,sram_4x32_wpr2_fd45,33,338,3948,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 19.3925, ""y1"": 47.015, ""width"": 19.4925, ""height"": 47.12, ""shape_count"": 3948}",True,84,True,30,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_028,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr2__sram_4x32_wpr2_fd45.integration.gds,113792,sram_4x32_wpr2_fd45,1,0,1764,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 19.3925, ""y1"": 47.015, ""width"": 19.3925, ""height"": 47.015, ""shape_count"": 1764}",True,-22,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_029,full_layout_collection/_all_gds_and_reports/sram_4x32_wpr2__sram_4x32_wpr2_fd45.presentation.gds,272056,sram_4x32_wpr2_fd45,33,338,3948,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 19.3925, ""y1"": 47.015, ""width"": 19.4925, ""height"": 47.12, ""shape_count"": 3948}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_030,full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.complete.gds,1000650,sram_64x64_wpr1_fd45,33,4897,12618,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 66.1025, ""y1"": 118.275, ""width"": 66.2025, ""height"": 118.38000000000001, ""shape_count"": 12618}",True,124,True,126,True,filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_031,full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.gds,763338,sram_64x64_wpr1_fd45,33,4897,8910,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 66.1025, ""y1"": 118.275, ""width"": 66.2025, ""height"": 118.38000000000001, ""shape_count"": 8910}",True,84,True,126,True,filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_032,full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.integration.gds,436672,sram_64x64_wpr1_fd45,1,0,6726,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 66.1025, ""y1"": 118.275, ""width"": 66.1025, ""height"": 118.275, ""shape_count"": 6726}",True,-15,False,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_033,full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.presentation.gds,750828,sram_64x64_wpr1_fd45,33,4897,8910,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 66.1025, ""y1"": 118.275, ""width"": 66.2025, ""height"": 118.38000000000001, ""shape_count"": 8910}",True,24,True,,UNKNOWN,filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_034,full_layout_collection/_all_gds_and_reports/sram_8x64_wpr4__sram_8x64_wpr4_fd45.complete.gds,389826,sram_8x64_wpr4_fd45,33,788,5418,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.6225, ""y1"": 44.145, ""width"": 36.722500000000004, ""height"": 44.25, ""shape_count"": 5418}",True,224,True,30,True,matches current project target 8x64_wpr4; filename contains complete; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_035,full_layout_collection/_all_gds_and_reports/sram_8x64_wpr4__sram_8x64_wpr4_fd45.gds,327426,sram_8x64_wpr4_fd45,33,788,4443,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.6225, ""y1"": 44.145, ""width"": 36.722500000000004, ""height"": 44.25, ""shape_count"": 4443}",True,184,True,30,True,matches current project target 8x64_wpr4; filename contains final/full/top; filename contains sram; duplicate export bundle path; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_036,full_layout_collection/_all_gds_and_reports/sram_8x64_wpr4__sram_8x64_wpr4_fd45.integration.gds,145860,sram_8x64_wpr4_fd45,1,0,2259,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 36.6225, ""y1"": 44.145, ""width"": 36.6225, ""height"": 44.145, ""shape_count"": 2259}",True,81,False,,UNKNOWN,matches current project target 8x64_wpr4; filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: integration; top cell looks like SRAM top,False
GDS_037,full_layout_collection/_all_gds_and_reports/sram_8x64_wpr4__sram_8x64_wpr4_fd45.presentation.gds,319840,sram_8x64_wpr4_fd45,33,788,4443,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 36.6225, ""y1"": 44.145, ""width"": 36.722500000000004, ""height"": 44.25, ""shape_count"": 4443}",True,124,True,,UNKNOWN,matches current project target 8x64_wpr4; filename contains final/full/top; filename contains sram; duplicate export bundle path; non-golden export class: presentation; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_038,full_layout_collection/sram_16x16_wpr1/sram_16x16_wpr1_fd45.architecture.gds,308654,sram_16x16_wpr1_fd45,33,527,4273,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 4273}",True,34,True,,UNKNOWN,filename contains final/full/top; filename contains sram; non-golden export class: architecture; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_039,full_layout_collection/sram_16x16_wpr1/sram_16x16_wpr1_fd45.complete.gds,375402,sram_16x16_wpr1_fd45,33,527,5331,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 5331}",True,134,True,30,True,filename contains complete; filename contains final/full/top; filename contains sram; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_040,full_layout_collection/sram_16x16_wpr1/sram_16x16_wpr1_fd45.debug.gds,380974,sram_16x16_wpr1_fd45,33,527,5403,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 5403}",True,34,True,30,True,filename contains final/full/top; filename contains sram; non-golden export class: debug; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
GDS_041,full_layout_collection/sram_16x16_wpr1/sram_16x16_wpr1_fd45.gds,303082,sram_16x16_wpr1_fd45,33,527,4201,"{""x0"": -0.1, ""y0"": -0.105, ""x1"": 25.7825, ""y1"": 52.755, ""width"": 25.8825, ""height"": 52.86, ""shape_count"": 4201}",True,94,True,30,True,filename contains final/full/top; filename contains sram; top cell looks like SRAM top; contains 8 expected SRAM structure categories,False
