file_id,relative_path,file_type,extension,size_bytes
ZIP_0239,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.integration.gds,gds,.gds,233620
ZIP_0240,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.layout.json,json,.json,2171908
ZIP_0241,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.lef,design_artifact,.lef,11938
ZIP_0242,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.left_side_compound_whitespace.svg,image,.svg,6440
ZIP_0243,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.moved_module_arrows.svg,image,.svg,6694
ZIP_0244,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.occupancy.svg,image,.svg,5901
ZIP_0245,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.presentation.gds,gds,.gds,429708
ZIP_0246,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.report.json,json,.json,2004942
ZIP_0247,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.report.md,text_report,.md,52972
ZIP_0248,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.route_guides.gds,gds,.gds,567870
ZIP_0249,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.sp,design_artifact,.sp,78005
ZIP_0250,full_layout_collection/sram_32x32_wpr1/sram_32x32_wpr1_fd45.two_zone_repacking.svg,image,.svg,6693
ZIP_0251,full_layout_collection/sram_4x32_wpr1/.run.log,text_report,.log,2792046
ZIP_0252,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.accepted_rejected_candidates.svg,image,.svg,8010
ZIP_0253,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.after_floorplan.svg,image,.svg,6983
ZIP_0254,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.architecture.gds,gds,.gds,345486
ZIP_0255,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.architecture.svg,image,.svg,2145
ZIP_0256,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.before_floorplan.svg,image,.svg,6984
ZIP_0257,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.complete.gds,gds,.gds,381066
ZIP_0258,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.debug.gds,gds,.gds,386638
ZIP_0259,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.gds,gds,.gds,339914
ZIP_0260,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.integration.gds,gds,.gds,171584
ZIP_0261,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.layout.json,json,.json,1459338
ZIP_0262,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.lef,design_artifact,.lef,3333
ZIP_0263,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.left_side_compound_whitespace.svg,image,.svg,6997
ZIP_0264,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.moved_module_arrows.svg,image,.svg,7350
ZIP_0265,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.occupancy.svg,image,.svg,6462
ZIP_0266,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.presentation.gds,gds,.gds,332716
ZIP_0267,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.report.json,json,.json,1396022
ZIP_0268,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.report.md,text_report,.md,49661
ZIP_0269,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.route_guides.gds,gds,.gds,381066
ZIP_0270,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.sp,design_artifact,.sp,21849
ZIP_0271,full_layout_collection/sram_4x32_wpr1/sram_4x32_wpr1_fd45.two_zone_repacking.svg,image,.svg,7349
ZIP_0272,full_layout_collection/sram_4x32_wpr2/.run.log,text_report,.log,2290012
ZIP_0273,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.accepted_rejected_candidates.svg,image,.svg,8009
ZIP_0274,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.after_floorplan.svg,image,.svg,6982
ZIP_0275,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.architecture.gds,gds,.gds,284826
ZIP_0276,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.architecture.svg,image,.svg,2141
ZIP_0277,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.before_floorplan.svg,image,.svg,6983
ZIP_0278,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.complete.gds,gds,.gds,317462
ZIP_0279,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.debug.gds,gds,.gds,323034
ZIP_0280,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.gds,gds,.gds,279254
ZIP_0281,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.integration.gds,gds,.gds,113792
ZIP_0282,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.layout.json,json,.json,966853
ZIP_0283,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.lef,design_artifact,.lef,3325
ZIP_0284,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.left_side_compound_whitespace.svg,image,.svg,6996
ZIP_0285,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.moved_module_arrows.svg,image,.svg,7349
ZIP_0286,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.occupancy.svg,image,.svg,6459
ZIP_0287,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.presentation.gds,gds,.gds,272056
ZIP_0288,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.report.json,json,.json,1145005
ZIP_0289,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.report.md,text_report,.md,49519
ZIP_0290,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.route_guides.gds,gds,.gds,317462
ZIP_0291,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.sp,design_artifact,.sp,17291
ZIP_0292,full_layout_collection/sram_4x32_wpr2/sram_4x32_wpr2_fd45.two_zone_repacking.svg,image,.svg,7348
ZIP_0293,full_layout_collection/sram_64x64_wpr1/.run.log,text_report,.log,6636180
ZIP_0294,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.accepted_rejected_candidates.svg,image,.svg,6032
ZIP_0295,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.after_floorplan.svg,image,.svg,5005
ZIP_0296,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.architecture.gds,gds,.gds,768910
ZIP_0297,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.architecture.svg,image,.svg,2157
ZIP_0298,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.before_floorplan.svg,image,.svg,5006
ZIP_0299,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.complete.gds,gds,.gds,1000650
ZIP_0300,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.debug.gds,gds,.gds,1006222
ZIP_0301,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.gds,gds,.gds,763338
ZIP_0302,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.integration.gds,gds,.gds,436672
ZIP_0303,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.layout.json,json,.json,4083153
ZIP_0304,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.lef,design_artifact,.lef,21975
ZIP_0305,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.left_side_compound_whitespace.svg,image,.svg,5019
ZIP_0306,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.moved_module_arrows.svg,image,.svg,5272
ZIP_0307,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.occupancy.svg,image,.svg,5654
ZIP_0308,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.presentation.gds,gds,.gds,750828
ZIP_0309,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.report.json,json,.json,3318089
ZIP_0310,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.report.md,text_report,.md,53691
ZIP_0311,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.route_guides.gds,gds,.gds,1000650
ZIP_0312,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.sp,design_artifact,.sp,258692
ZIP_0313,full_layout_collection/sram_64x64_wpr1/sram_64x64_wpr1_fd45.two_zone_repacking.svg,image,.svg,5271
ZIP_0314,full_layout_collection/sram_8x64_wpr4/.run.log,text_report,.log,2744096
ZIP_0315,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.accepted_rejected_candidates.svg,image,.svg,7281
ZIP_0316,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.after_floorplan.svg,image,.svg,6254
ZIP_0317,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.architecture.gds,gds,.gds,332998
ZIP_0318,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.architecture.svg,image,.svg,2144
ZIP_0319,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.before_floorplan.svg,image,.svg,6255
ZIP_0320,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.complete.gds,gds,.gds,389826
ZIP_0321,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.debug.gds,gds,.gds,395398
ZIP_0322,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.gds,gds,.gds,327426
ZIP_0323,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.integration.gds,gds,.gds,145860
ZIP_0324,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.layout.json,json,.json,1253895
ZIP_0325,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.lef,design_artifact,.lef,4689
ZIP_0326,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.left_side_compound_whitespace.svg,image,.svg,6268
ZIP_0327,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.moved_module_arrows.svg,image,.svg,6258
ZIP_0328,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.occupancy.svg,image,.svg,5995
ZIP_0329,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.presentation.gds,gds,.gds,319840
ZIP_0330,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.report.json,json,.json,1372047
ZIP_0331,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.report.md,text_report,.md,51626
ZIP_0332,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.route_guides.gds,gds,.gds,389826
ZIP_0333,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.sp,design_artifact,.sp,40926
ZIP_0334,full_layout_collection/sram_8x64_wpr4/sram_8x64_wpr4_fd45.two_zone_repacking.svg,image,.svg,6257
