DRC,DRC_markers,LVS,Level1,access_candidates,conflict_pairs,gate,gds,gds_sha256,name,paired_column_count,resource_counts
DRC_PASS,0,LVS_PASS,PASS,20,0,PASS,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_cellsynth_v2_local_router_kernel_microbench/MICROBENCHMARKS/INV2/INV2.gds,6ba502b9251f44c87209ffb83d3def70a9a3283de175681488aa4cc10df0f365,INV2,1,"{""contacts"": 8, ""via1"": 10, ""via2"": 10, ""m2_length"": 17.584999999999997, ""m3_length"": 9.690000000000001}"
DRC_PASS,0,LVS_PASS,PASS,20,0,PASS,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_cellsynth_v2_local_router_kernel_microbench/MICROBENCHMARKS/INV2_ALT_ROUTE/INV2_ALT_ROUTE.gds,b4969379312fa423cc88520fcc2a10128c4e1266cef9debbd4a34bd6793ccdef,INV2_ALT_ROUTE,1,"{""contacts"": 8, ""via1"": 10, ""via2"": 10, ""m2_length"": 17.645000000000003, ""m3_length"": 9.690000000000001}"
DRC_PASS,0,LVS_PASS,PASS,36,0,PASS,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_cellsynth_v2_local_router_kernel_microbench/MICROBENCHMARKS/NAND2/NAND2.gds,a4c6a2e59eb9d8f420839d7331837bff036247f60ef92deba5cd046951977f05,NAND2,2,"{""contacts"": 14, ""via1"": 18, ""via2"": 18, ""m2_length"": 31.71999999999999, ""m3_length"": 20.53}"
DRC_PASS,0,LVS_PASS,PASS,36,0,PASS,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_cellsynth_v2_local_router_kernel_microbench/MICROBENCHMARKS/CROSS_COUPLED_INV_LATCH/CROSS_COUPLED_INV_LATCH.gds,235b0e26d84db24b5a440cae97d493697185fc5047a0e115640087918dfe9554,CROSS_COUPLED_INV_LATCH,2,"{""contacts"": 14, ""via1"": 18, ""via2"": 18, ""m2_length"": 32.37, ""m3_length"": 15.69}"
DRC_PASS,0,LVS_PASS,PASS,36,0,PASS,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_cellsynth_v2_local_router_kernel_microbench/MICROBENCHMARKS/TG_PLUS_INV/TG_PLUS_INV.gds,6119140f312bab6394d2026369d40936283b801d3d6e74fe73ec954eb1751dd1,TG_PLUS_INV,2,"{""contacts"": 14, ""via1"": 18, ""via2"": 18, ""m2_length"": 35.07000000000001, ""m3_length"": 22.430000000000003}"
