bbox_area,bbox_height,bbox_width,candidate,drc_marker_count,drc_pass,gds,gds_sha,mos_count,top_cell
5.365,2.9,1.85,SOURCE_ORDER,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/INV/SOURCE_ORDER/clean.gds,3c71d5905a65b7941c23a9be9b6277066e1287f3a56ed0b86e82280b677779a3,2,INV_OPENYIELD_EXACT_SOURCE_ORDER
5.365,2.9,1.85,DIFFUSION_OPT,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/INV/DIFFUSION_OPT/clean.gds,8d3ad645b41cf97f47b6ea0de302816e75368589030e12d1a0daca0c81505ddd,2,INV_OPENYIELD_EXACT_DIFFUSION_OPT
5.365,2.9,1.85,PIN_ACCESS_OPT,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/INV/PIN_ACCESS_OPT/clean.gds,d6d569a607f7155a510463957b13b47c2f1fc75c21f6d0e377d84e63c436042a,2,INV_OPENYIELD_EXACT_PIN_ACCESS_OPT
5.365,2.9,1.85,AUTO_PARETO,0,True,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/outputs/PROJECT_openyield_mos_level_freepdk45_cellgen/INV/AUTO_PARETO/clean.gds,e2c1d370b03dcafbedea317f63342388f3d7bd167ce5e4d28136ded9a7552719,2,INV_OPENYIELD_EXACT_AUTO_PARETO
