corner,VDD,TEMP,ngspice_run_pass,measure_pass,postprocess_pass,rise_to_fall_delay_s,fall_to_rise_delay_s,max_delay_s,warnings,failure_classification
nom,1.0,25,True,True,True,1.963452e-10,1.87624e-10,1.963452e-10,Trying gmin =   1.0000E-05 Warning: Further gmin increment | Trying gmin =   6.4938E-06 Warning: Further gmin increment | Trying gmin =   1.7154E-05 Warning: Further gmin increment,
ff,1.0,25,True,True,True,1.801558e-10,1.715128e-10,1.801558e-10,"Warning: toxe, toxp and dtox all given and toxe != toxp + dtox; dtox ignored. | Trying gmin =   1.0000E-05 Warning: Further gmin increment | Trying gmin =   6.4938E-06 Warning: Further gmin increment",
ss,1.0,25,True,True,True,2.15738e-10,2.067219e-10,2.15738e-10,"Warning: toxe, toxp and dtox all given and toxe != toxp + dtox; dtox ignored. | Trying gmin =   1.0000E-05 Warning: Further gmin increment | Trying gmin =   6.4938E-06 Warning: Further gmin increment",
