candidate,area,height,width,contacts,VIA1,VIA2,M1,M2,M3,high_layer_ratio,feedback_route,clock_route,whitespace,DRC,LVS
DFF_V2_TG4_INV7_QOR_REPRODUCED,58.450613,4.2525,13.745,81,60,0,95.085,59.48,0.0,0.384822,76.29249999999999,39.0075,compact height; no macro-like dedicated M3 trunk channel,DRC_PASS,LVS_PASS
