cell_name,hierarchy_cell_name,instance_path,label_text,label_layer,label_datatype,origin_x,origin_y,conductive_component_id,is_canonical,is_lowercase_alias,is_internal_device_terminal,duplication_source,exact_duplicate_count,same_component_distinct_label_names
PINV_NW360_PW1080_L50,PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,PINV_NW360_PW1080_L50_core[0]/PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p[1],S,11,0,0.615,0.215,contact_88,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW360_PW1080_L50,PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,PINV_NW360_PW1080_L50_core[0]/PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p[1],S,11,0,0.125,0.215,contact_88,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW360_PW1080_L50,PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p,PINV_NW360_PW1080_L50_core[0]/PINV_NW360_PW1080_L50_nmos_m2_w0_180_sm1_dm1_da_p[1],D,11,0,0.37,0.215,contact_70,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,A,11,0,0.14,0.835,contact_112,True,False,False,TOP_WRAPPER_CANONICAL,2,A|G
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,Z,11,0,0.6625,0.835,contact_94,True,False,False,TOP_WRAPPER_CANONICAL,2,D|G|Z
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,VDD,11,0,0.619,1.82,contact_100,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VDD|vdd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50,VSS,11,0,0.619,0.0,contact_106,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VSS|gnd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_core,PINV_NW450_PW1350_L50_core[0],A,11,0,0.14,0.835,contact_112,True,False,False,CORE_CANONICAL_DUPLICATE,2,A|G
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_core,PINV_NW450_PW1350_L50_core[0],Z,11,0,0.6625,0.835,contact_94,True,False,False,CORE_CANONICAL_DUPLICATE,2,D|G|Z
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_core,PINV_NW450_PW1350_L50_core[0],gnd,11,0,0.619,0.0,contact_106,False,True,False,CORE_ALIAS,1,S|VSS|gnd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_core,PINV_NW450_PW1350_L50_core[0],vdd,11,0,0.619,1.82,contact_100,False,True,False,CORE_ALIAS,1,S|VDD|vdd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p[0],G,9,0,0.5075,1.165,contact_112,False,False,True,PTX_INTERNAL_TERMINAL,1,A|G
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p[0],S,11,0,0.125,1.47,contact_100,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p[0],S,11,0,0.645,1.47,contact_100,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_pmos_m3_w0_450_sm1_dm1_da_p[0],D,11,0,0.63,1.305,contact_94,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p[1],G,9,0,0.5075,0.355,contact_94,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p[1],S,11,0,0.645,0.2,contact_106,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p[1],S,11,0,0.125,0.2,contact_106,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW450_PW1350_L50,PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p,PINV_NW450_PW1350_L50_core[0]/PINV_NW450_PW1350_L50_nmos_m3_w0_150_sm1_dm1_da_p[1],D,11,0,0.63,0.365,contact_94,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,A,11,0,0.14,0.865,contact_76,True,False,False,TOP_WRAPPER_CANONICAL,2,A|G
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,Z,11,0,0.3725,0.865,contact_58,True,False,False,TOP_WRAPPER_CANONICAL,2,D|Z
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,VDD,11,0,0.344,1.82,contact_64,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VDD|vdd
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,PINV_NW90_PW270_L50,VSS,11,0,0.344,0.0,contact_70,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VSS|gnd
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_core,PINV_NW90_PW270_L50_core[0],A,11,0,0.14,0.865,contact_76,True,False,False,CORE_CANONICAL_DUPLICATE,2,A|G
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_core,PINV_NW90_PW270_L50_core[0],Z,11,0,0.3725,0.865,contact_58,True,False,False,CORE_CANONICAL_DUPLICATE,2,D|Z
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_core,PINV_NW90_PW270_L50_core[0],gnd,11,0,0.344,0.0,contact_70,False,True,False,CORE_ALIAS,1,S|VSS|gnd
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_core,PINV_NW90_PW270_L50_core[0],vdd,11,0,0.344,1.82,contact_64,False,True,False,CORE_ALIAS,1,S|VDD|vdd
PINV_NW90_PW270_L50,PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p[0],G,9,0,0.2325,1.56,contact_76,False,False,True,PTX_INTERNAL_TERMINAL,1,A|G
PINV_NW90_PW270_L50,PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p[0],S,11,0,0.125,1.56,contact_64,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW90_PW270_L50,PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW180_PW270_L50_pmos_m1_w0_270_sm1_dm1_da_p[0],D,11,0,0.34,1.56,contact_58,False,False,True,PTX_INTERNAL_TERMINAL,1,D|Z
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p[1],G,9,0,0.2325,0.17,contact_76,False,False,True,PTX_INTERNAL_TERMINAL,1,A|G
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p[1],S,11,0,0.125,0.17,contact_70,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW90_PW270_L50,PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p,PINV_NW90_PW270_L50_core[0]/PINV_NW90_PW270_L50_nmos_m1_w0_090_sm1_dm1_da_p[1],D,11,0,0.34,0.17,contact_58,False,False,True,PTX_INTERNAL_TERMINAL,1,D|Z
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,A,11,0,0.14,0.835,contact_146,True,False,False,TOP_WRAPPER_CANONICAL,2,A|G
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,Z,11,0,0.9375,0.835,contact_128,True,False,False,TOP_WRAPPER_CANONICAL,2,D|G|Z
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,VDD,11,0,0.894,1.82,contact_134,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VDD|vdd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50,VSS,11,0,0.894,0.0,contact_140,True,False,False,TOP_WRAPPER_CANONICAL,1,S|VSS|gnd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_core,PINV_NW910_PW2430_L50_core[0],A,11,0,0.14,0.835,contact_146,True,False,False,CORE_CANONICAL_DUPLICATE,2,A|G
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_core,PINV_NW910_PW2430_L50_core[0],Z,11,0,0.9375,0.835,contact_128,True,False,False,CORE_CANONICAL_DUPLICATE,2,D|G|Z
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_core,PINV_NW910_PW2430_L50_core[0],gnd,11,0,0.894,0.0,contact_140,False,True,False,CORE_ALIAS,1,S|VSS|gnd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_core,PINV_NW910_PW2430_L50_core[0],vdd,11,0,0.894,1.82,contact_134,False,True,False,CORE_ALIAS,1,S|VDD|vdd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p[0],G,9,0,0.7825,1.13,contact_146,False,False,True,PTX_INTERNAL_TERMINAL,1,A|G
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p[0],S,11,0,1.195,1.4525,contact_134,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p[0],S,11,0,0.645,1.4525,contact_134,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p[0],S,11,0,0.125,1.4525,contact_134,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VDD|vdd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_pmos_m5_w0_485_sm1_dm1_da_p[0],D,11,0,0.905,1.2875,contact_128,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p[1],G,9,0,0.7825,0.3875,contact_128,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p[1],S,11,0,1.195,0.2175,contact_140,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p[1],S,11,0,0.125,0.2175,contact_140,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p[1],S,11,0,0.645,0.2175,contact_140,False,False,True,PTX_INTERNAL_TERMINAL,1,S|VSS|gnd
PINV_NW910_PW2430_L50,PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p,PINV_NW910_PW2430_L50_core[0]/PINV_NW910_PW2430_L50_nmos_m5_w0_182_sm1_dm1_da_p[1],D,11,0,0.905,0.3825,contact_128,False,False,True,PTX_INTERNAL_TERMINAL,1,D|G|Z
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,IN,11,0,0.125,0.8475,contact_57,True,False,False,TOP_WRAPPER_CANONICAL,1,IN|S|in
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,OUT,11,0,0.34,0.8475,contact_63,True,False,False,TOP_WRAPPER_CANONICAL,1,D|OUT|out
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,CTR_P,11,0,0.65,1.0575,contact_81,True,False,False,TOP_WRAPPER_CANONICAL,1,CTR_P|G|ctr_p
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,CTR_N,11,0,0.65,0.5125,contact_85,True,False,False,TOP_WRAPPER_CANONICAL,1,CTR_N|G|ctr_n
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,VDD,11,0,0.28,1.82,contact_69,True,False,False,TOP_WRAPPER_CANONICAL,1,VDD|vdd
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50,VSS,11,0,0.28,0.0,contact_75,True,False,False,TOP_WRAPPER_CANONICAL,1,VSS|gnd
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],gnd,11,0,0.28,0.0,contact_75,False,True,False,CORE_ALIAS,1,VSS|gnd
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],vdd,11,0,0.28,1.82,contact_69,False,True,False,CORE_ALIAS,1,VDD|vdd
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],in,11,0,0.125,0.8475,contact_57,False,True,False,CORE_ALIAS,1,IN|S|in
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],out,11,0,0.34,0.8475,contact_63,False,True,False,CORE_ALIAS,1,D|OUT|out
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],ctr_p,11,0,0.65,1.0575,contact_81,False,True,False,CORE_ALIAS,1,CTR_P|G|ctr_p
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_core,TRANSMISSION_GATE_NW250_PW500_L50_core[0],ctr_n,11,0,0.65,0.5125,contact_85,False,True,False,CORE_ALIAS,1,CTR_N|G|ctr_n
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1[0],G,9,0,0.2325,1.4,contact_81,False,False,True,PTX_INTERNAL_TERMINAL,1,CTR_P|G|ctr_p
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1[0],S,11,0,0.125,1.4,contact_57,False,False,True,PTX_INTERNAL_TERMINAL,1,IN|S|in
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_pmos_m1_w0_500_sm1_dm1[0],D,11,0,0.34,1.4,contact_63,False,False,True,PTX_INTERNAL_TERMINAL,1,D|OUT|out
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1[1],G,9,0,0.2325,0.295,contact_85,False,False,True,PTX_INTERNAL_TERMINAL,1,CTR_N|G|ctr_n
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1[1],S,11,0,0.125,0.295,contact_57,False,False,True,PTX_INTERNAL_TERMINAL,1,IN|S|in
TRANSMISSION_GATE_NW250_PW500_L50,TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1,TRANSMISSION_GATE_NW250_PW500_L50_core[0]/TRANSMISSION_GATE_NW250_PW500_L50_nmos_m1_w0_250_sm1_dm1[1],D,11,0,0.34,0.295,contact_63,False,False,True,PTX_INTERNAL_TERMINAL,1,D|OUT|out
