instance_A,instance_B,orientation_A,orientation_B,gap_x,gap_y,shared_edge,rail_relation,VDD_same_component,VSS_same_component,DRC_boundary,Pin_access
stage_pair,stage_pair,R0,R0,0,stage_channel,source-backed,verified by P2,True,True,0,True
