instance,x,y,width,height,source,sha,orientation
row_path,0.0,0.0,105.00250000000001,41.620000000000005,outputs/PROJECT_decoder_real_array_integration_v1/P2_REAL_ARRAY_V1/integration_shell_clean.gds,41820f1a32b0b8d6066c2d49c081489dfd74eb9b0e6e8e3be655c071abc7fba4,R0
precharge_bank,0.0,49.620000000000005,14.400000000000002,1.3900000000000001,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v1/physical_banks/precharge_v1/clean.gds,c18f34407006af1fd66f4e3ea45a456459296e66fe5d37f5b82105d0c46194f7,R0
sense_amp_bank,0.0,-14.009999999999962,15.399999999999926,6.009999999999963,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v1/physical_banks/sense_amp_v1/clean.gds,39c03bf8369f806a809bbe573890c59746822f61b915470a49cc014937be5926,R0
write_driver_bank,0.0,-26.18499999999994,16.43999999999992,4.174999999999975,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v1/physical_banks/write_driver_v1/clean.gds,bcb328239b9e2e756069299d425f33fd56a6427ecb6cb86303a72d03e9cf23d6,R0
control_block,113.00250000000001,-6.009999999999963,264.14,271.495,outputs/PROJECT_full_single_bank_sram/control_block/candidates/C2_TIMING_CHAIN_ORIENTED/clean.gds,8f5f56670b99dd0428d69d35e87b61512a7a931582d9c2b89ae17cf9340e81bc,R0
