instance,x,y,width,height,source,sha,orientation
row_path,0.0,0.0,105.00250000000001,41.620000000000005,outputs/PROJECT_decoder_real_array_integration_v1/P2_REAL_ARRAY_V1/integration_shell_clean.gds,41820f1a32b0b8d6066c2d49c081489dfd74eb9b0e6e8e3be655c071abc7fba4,R0
precharge_bank_v2,0.0,47.620000000000005,11.287500000000001,4.78,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v2/physical_banks/precharge_even_odd_2row_v2/clean.gds,063e37376a3db48d5d64f2ab25f6f036571b69a0a863f035abf843a80319adc0,R0
sense_amp_bank_v2,0.0,-20.019999999999914,11.34999999999993,14.019999999999914,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v2/physical_banks/sense_amp_even_odd_2row_v2/clean.gds,819433bc0d8e4e8a089c78d2ffd5d55e90f58724759f31cf2ef2ecb3750e5689,R0
write_driver_bank_v2,0.0,-36.36999999999985,11.41499999999993,10.349999999999937,outputs/PROJECT_full_single_bank_sram/real_hierarchical_floorplan_v2/physical_banks/write_driver_even_odd_2row_v2/clean.gds,0b54dd2b5b2ba9ff8fecfe1c76f06ab9e506bfe34b7a6c67988c1943c0c0b9ce,R0
control_block,-270.14,-14.019999999999914,264.14,271.495,outputs/PROJECT_full_single_bank_sram/control_block/candidates/C2_TIMING_CHAIN_ORIENTED/clean.gds,2b969218ba57808c96fb017fe367cefd5952bd47c7ea40d3b75a9bee5b177332,R0
