instance,asset,x0,y0,x1,y1,width,height,orientation
row_path,row_path,0,0,105.00250000000001,41.620000000000005,105.00250000000001,41.620000000000005,R0
precharge,precharge,5.250125000000001,47.620000000000005,5.962625000000001,49.010000000000005,0.7125,1.3900000000000001,R0
sense_amp,sense_amp,21.000500000000002,-12.01,21.7755,-6.0,0.775,6.01,R0
write_driver,write_driver,50.4012,-10.175,51.241200000000006,-6.000000000000001,0.84,4.175,R0
control_block,control_v2_b,-190.0,8.0,-6.0,176.0,184.0,168.0,R0
