parent_module,source_line,source_loop_context,instance_name_expression,child_module,child_pin_index,child_pin_name,parent_net_expression,normalized_parent_net,branch_condition,active_for_config,condition_evaluation,condition_input_values,condition_evaluation_source
TIME,605,,'dff_buf1',DFF_BUF,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,605,,'dff_buf1',DFF_BUF,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,605,,'dff_buf1',DFF_BUF,2,D,web,web,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,605,,'dff_buf1',DFF_BUF,3,Q,we_bar,we_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,605,,'dff_buf1',DFF_BUF,4,QB,we,we,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,605,,'dff_buf1',DFF_BUF,5,CLK,clk_buf,clk_buf,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,621,,'and2_gated_clk_bar',AND2,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,621,,'and2_gated_clk_bar',AND2,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,621,,'and2_gated_clk_bar',AND2,2,A,cs,cs,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,621,,'and2_gated_clk_bar',AND2,3,B,clk_bar,clk_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,621,,'and2_gated_clk_bar',AND2,4,Z,gated_clk_bar,gated_clk_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
AND2,227,,f'PNAND3',PNAND2,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,227,,f'PNAND3',PNAND2,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,227,,f'PNAND3',PNAND2,2,A,a_node,a_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,227,,f'PNAND3',PNAND2,3,B,b_node,b_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,227,,f'PNAND3',PNAND2,4,Z,zb_node,zb_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,229,,f'PINV',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,229,,f'PINV',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,229,,f'PINV',PINV,2,A,zb_node,zb_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
AND2,229,,f'PINV',PINV,3,Z,z_node,z_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND2
TIME,637,,'and2_gated_clk_buf',AND2,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,637,,'and2_gated_clk_buf',AND2,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,637,,'and2_gated_clk_buf',AND2,2,A,cs,cs,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,637,,'and2_gated_clk_buf',AND2,3,B,clk_buf,clk_buf,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,637,,'and2_gated_clk_buf',AND2,4,Z,gated_clk_buf,gated_clk_buf,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,643,,'wl_en',wl_pdrive,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,643,,'wl_en',wl_pdrive,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,643,,'wl_en',wl_pdrive,2,A,gated_clk_bar,gated_clk_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,643,,'wl_en',wl_pdrive,3,Z,wl_en,wl_en,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
wl_pdrive,177,,'buf_inv1',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,177,,'buf_inv1',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,177,,'buf_inv1',PINV,2,A,A,A,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,177,,'buf_inv1',PINV,3,Z,zb1_node,zb1_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,181,,'buf_inv2',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,181,,'buf_inv2',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,181,,'buf_inv2',PINV,2,A,zb1_node,zb1_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
wl_pdrive,181,,'buf_inv2',PINV,3,Z,Z,Z,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",wl_pdrive
TIME,655,,'inv_wl_en_bar',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,655,,'inv_wl_en_bar',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,655,,'inv_wl_en_bar',PINV,2,A,wl_en,wl_en,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,655,,'inv_wl_en_bar',PINV,3,Z,wl_en_bar,wl_en_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,662,,'delaychain',delay_chain,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,662,,'delaychain',delay_chain,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,662,,'delaychain',delay_chain,2,in,rbl,rbl,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,662,,'delaychain',delay_chain,3,out,rbl_delay,rbl_delay,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
delay_chain,333,,'dinv0',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,333,,'dinv0',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,333,,'dinv0',PINV,2,A,in,in,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,333,,'dinv0',PINV,3,Z,dout_1,dout_1,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,337,j in range(4),f'dload_0_{j}',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,337,j in range(4),f'dload_0_{j}',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,337,j in range(4),f'dload_0_{j}',PINV,2,A,dout_1,dout_1,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,337,j in range(4),f'dload_0_{j}',PINV,3,Z,n_0_{j},n_0_{j},,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,343,"i in range(1, 8)",f'dinv{i}',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,343,"i in range(1, 8)",f'dinv{i}',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,343,"i in range(1, 8)",f'dinv{i}',PINV,2,A,dout_{i},dout_{i},,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,343,"i in range(1, 8)",f'dinv{i}',PINV,3,Z,dout_i + 1,dout_i + 1,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,348,"i in range(1, 8) | j in range(4)",f'dload_{i}_{j}',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,348,"i in range(1, 8) | j in range(4)",f'dload_{i}_{j}',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,348,"i in range(1, 8) | j in range(4)",f'dload_{i}_{j}',PINV,2,A,dout_i + 1,dout_i + 1,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,348,"i in range(1, 8) | j in range(4)",f'dload_{i}_{j}',PINV,3,Z,n_{i}_{j},n_{i}_{j},,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,352,,'dinv8',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,352,,'dinv8',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,352,,'dinv8',PINV,2,A,dout_8,dout_8,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,352,,'dinv8',PINV,3,Z,out,out,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,356,j in range(4),f'dload_8_{j}',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,356,j in range(4),f'dload_8_{j}',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,356,j in range(4),f'dload_8_{j}',PINV,2,A,out,out,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
delay_chain,356,j in range(4),f'dload_8_{j}',PINV,3,Z,n_8_{j},n_8_{j},,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",delay_chain
TIME,674,,'inv_rbl_delay_bar',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,674,,'inv_rbl_delay_bar',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,674,,'inv_rbl_delay_bar',PINV,2,A,rbl_delay,rbl_delay,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,674,,'inv_rbl_delay_bar',PINV,3,Z,rbl_delay_bar,rbl_delay_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,683,,'wen_delaychain',wen_delay_chain,0,VDD,VDD,VDD,operation == 'write' and self.num_rows == 16 and (self.num_cols == 512),False,INACTIVE_FOR_CONFIG,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,683,,'wen_delaychain',wen_delay_chain,1,VSS,VSS,VSS,operation == 'write' and self.num_rows == 16 and (self.num_cols == 512),False,INACTIVE_FOR_CONFIG,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,683,,'wen_delaychain',wen_delay_chain,2,in,rbl_delay_bar,rbl_delay_bar,operation == 'write' and self.num_rows == 16 and (self.num_cols == 512),False,INACTIVE_FOR_CONFIG,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,683,,'wen_delaychain',wen_delay_chain,3,out,rbl_delay_bar_wen,rbl_delay_bar_wen,operation == 'write' and self.num_rows == 16 and (self.num_cols == 512),False,INACTIVE_FOR_CONFIG,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,2,A,w_en_rbl_input,w_en_rbl_input,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,3,B,gated_clk_bar,gated_clk_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,4,C,we,we,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,702,,'w_en',AND3,5,Z,w_en,w_en,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
AND3,287,,'PNAND3',PNAND3,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,287,,'PNAND3',PNAND3,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,287,,'PNAND3',PNAND3,2,A,A,A,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,287,,'PNAND3',PNAND3,3,B,B,B,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,287,,'PNAND3',PNAND3,4,C,C,C,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,287,,'PNAND3',PNAND3,5,Z,zb_int,zb_int,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,289,,'PINV',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,289,,'PINV',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,289,,'PINV',PINV,2,A,zb_int,zb_int,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
AND3,289,,'PINV',PINV,3,Z,Z,Z,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",AND3
TIME,718,,'s_en',AND3,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,718,,'s_en',AND3,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,718,,'s_en',AND3,2,A,rbl_delay,rbl_delay,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,718,,'s_en',AND3,3,B,gated_clk_bar,gated_clk_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,718,,'s_en',AND3,4,C,we_bar,we_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,718,,'s_en',AND3,5,Z,s_en,s_en,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,2,A,gated_clk_buf,gated_clk_buf,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,3,B,rbl_delay,rbl_delay,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,4,C,wl_en_bar,wl_en_bar,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,743,,'pre_unbuf',PNAND3,5,Z,PRE_UNBUF,PRE_UNBUF,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,754,,'pre',pdrive2_for_pre,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,754,,'pre',pdrive2_for_pre,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,754,,'pre',pdrive2_for_pre,2,A,PRE_UNBUF,PRE_UNBUF,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
TIME,754,,'pre',pdrive2_for_pre,3,Z,PRE,PRE,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",TIME
pdrive2_for_pre,138,,'buf_inv1',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,138,,'buf_inv1',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,138,,'buf_inv1',PINV,2,A,A,A,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,138,,'buf_inv1',PINV,3,Z,zb1_node,zb1_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,142,,'buf_inv2',PINV,0,VDD,VDD,VDD,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,142,,'buf_inv2',PINV,1,VSS,VSS,VSS,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,142,,'buf_inv2',PINV,2,A,zb1_node,zb1_node,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
pdrive2_for_pre,142,,'buf_inv2',PINV,3,Z,Z,Z,,True,ALWAYS_ACTIVE,"{""num_cols"": 16, ""num_rows"": 16, ""operation"": ""read&write""}",pdrive2_for_pre
