module_name,physical_role,pin_name,pin_category,net_category,pin_status,suggested_access_edge,suggested_access_direction,source_layer,synthesis_rule
precharge,COLUMN_PRECHARGE,precharge_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
DELAY_CHAIN,DELAY_CHAIN,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
DELAY_CHAIN,DELAY_CHAIN,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
DELAY_CHAIN,DELAY_CHAIN,delay_ctl,SIGNAL,SIGNAL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
DELAY_CHAIN,DELAY_CHAIN,delay_in,SIGNAL,SIGNAL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,left,west_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
DELAY_CHAIN,DELAY_CHAIN,delay_out,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
PRECHARGE_ENABLE_PATH,ENABLE_PATH,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
PRECHARGE_ENABLE_PATH,ENABLE_PATH,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
PRECHARGE_ENABLE_PATH,ENABLE_PATH,clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
PRECHARGE_ENABLE_PATH,ENABLE_PATH,cs,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
PRECHARGE_ENABLE_PATH,ENABLE_PATH,precharge_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
SENSE_ENABLE_PATH,ENABLE_PATH,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
SENSE_ENABLE_PATH,ENABLE_PATH,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
SENSE_ENABLE_PATH,ENABLE_PATH,clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
SENSE_ENABLE_PATH,ENABLE_PATH,cs,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
SENSE_ENABLE_PATH,ENABLE_PATH,sense_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WRITE_ENABLE_PATH,ENABLE_PATH,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
WRITE_ENABLE_PATH,ENABLE_PATH,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
WRITE_ENABLE_PATH,ENABLE_PATH,clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WRITE_ENABLE_PATH,ENABLE_PATH,we,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WRITE_ENABLE_PATH,ENABLE_PATH,write_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WORDLINE_ENABLE_PATH,ENABLE_PATH,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
WORDLINE_ENABLE_PATH,ENABLE_PATH,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
WORDLINE_ENABLE_PATH,ENABLE_PATH,clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WORDLINE_ENABLE_PATH,ENABLE_PATH,cs,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
WORDLINE_ENABLE_PATH,ENABLE_PATH,wl_en,WORDLINE,WORDLINE,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
GATED_CLOCK_PATH,CLOCK_PATH,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
GATED_CLOCK_PATH,CLOCK_PATH,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
GATED_CLOCK_PATH,CLOCK_PATH,clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
GATED_CLOCK_PATH,CLOCK_PATH,gate,SIGNAL,SIGNAL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
GATED_CLOCK_PATH,CLOCK_PATH,gated_clk,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
DFF_ROW,DFF_ROW,D[0],DATA_IN,DATA_IN,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,D[1],DATA_IN,DATA_IN,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,D[2],DATA_IN,DATA_IN,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,D[3],DATA_IN,DATA_IN,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
DFF_ROW,DFF_ROW,Q[0],DATA_OUT,DATA_OUT,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
