module_name,physical_role,pin_name,pin_category,net_category,pin_status,suggested_access_edge,suggested_access_direction,source_layer,synthesis_rule
DFF_ROW,DFF_ROW,Q[1],DATA_OUT,DATA_OUT,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,Q[2],DATA_OUT,DATA_OUT,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,Q[3],DATA_OUT,DATA_OUT,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,13,
DFF_ROW,DFF_ROW,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
DFF_ROW,DFF_ROW,clk,CONTROL,CONTROL,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
CONTROL_LOGIC,CONTROL_LOGIC,A[0],ADDRESS,ADDRESS,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,left,west_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,A[1],ADDRESS,ADDRESS,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,left,west_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,A[2],ADDRESS,ADDRESS,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,left,west_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,A[3],ADDRESS,ADDRESS,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,left,west_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,GND,GROUND,GROUND,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
CONTROL_LOGIC,CONTROL_LOGIC,VDD,POWER,POWER,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
CONTROL_LOGIC,CONTROL_LOGIC,clk,CONTROL,CONTROL,GEOMETRY_BACKED_PIN,localized_shape,shape_backed_access,11,
CONTROL_LOGIC,CONTROL_LOGIC,cs,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,gated_clk,CLOCK,CLOCK,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,precharge_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,sense_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,we,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,top,north_edge_access,11,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,wl_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
CONTROL_LOGIC,CONTROL_LOGIC,write_en,CONTROL,CONTROL,SYNTHESIZED_PIN_FOR_CURRENT_GENERATOR,right,east_edge_access,13,C2_EDGE_ACCESS_NEAREST_BOUNDARY
