gds_path,cell_name,top_cell,parent_cells,child_cells,bbox,geometry_area,polygon_count,path_count,text_count,instance_count,layer_datatype_pairs,pin_texts,pin_polygon_count,power_texts,power_polygon_count,has_non_debug_geometry,has_only_debug_geometry,contains_annotation_layer,contains_module_gds_qualification_debug,contains_UNKNOWN_GOLDEN_REGION,empty_cell,orphan_geometry,source_generation_report,source_netlist_trace,source_commit_or_hash,parse_status
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/SENSE_ENABLE_PATH/SENSE_ENABLE_PATH.gds,gen_nand4,False,SENSE_ENABLE_PATH,,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 2.6, ""y1"": 1.565, ""width"": 2.6, ""height"": 1.565}",8.5151,28,0,0,0,1/0|2/0|3/0|4/0|5/0|9/0|10/0|11/0,,0,,0,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/SENSE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|sense_amp,afc60be0f5407533693385ac30aea1af6a9d478cafc0655550d894dd7cb776da,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/SENSE_ENABLE_PATH/SENSE_ENABLE_PATH.gds,sense_amp,False,SENSE_ENABLE_PATH,,"{""x0"": -0.035, ""y0"": 0.0, ""x1"": 0.74, ""y1"": 6.01, ""width"": 0.775, ""height"": 6.01}",18.76915,262,0,7,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,bl|br|dout|en|gnd|vdd,6,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/SENSE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|sense_amp,afc60be0f5407533693385ac30aea1af6a9d478cafc0655550d894dd7cb776da,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/WORDLINE_ENABLE_PATH.gds,WORDLINE_ENABLE_PATH,True,,gen_inv|gen_inv|gen_nand4|gen_wl_driver,"{""x0"": 0.025, ""y0"": 0.0, ""x1"": 3.868, ""y1"": 2.9979999999999998, ""width"": 3.843, ""height"": 2.9979999999999998}",0.0,0,0,0,4,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|wordline_driver,065bb573641f5695b020fff77bed983e825208e3fd4e7b81b7de8410d409ee43,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/WORDLINE_ENABLE_PATH.gds,gen_inv,False,WORDLINE_ENABLE_PATH|WORDLINE_ENABLE_PATH,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_090_sm1_dm1_da_p|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1_da_p,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.743, ""y1"": 1.4000000000000001, ""width"": 0.798, ""height"": 1.433}",4.426475,17,0,4,5,2/0|3/0|6/0|9/0|11/0|239/0,A|Z|gnd|vdd,4,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|wordline_driver,065bb573641f5695b020fff77bed983e825208e3fd4e7b81b7de8410d409ee43,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/WORDLINE_ENABLE_PATH.gds,gen_nand4,False,WORDLINE_ENABLE_PATH,,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 2.6, ""y1"": 1.565, ""width"": 2.6, ""height"": 1.565}",8.5151,28,0,0,0,1/0|2/0|3/0|4/0|5/0|9/0|10/0|11/0,,0,,0,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|wordline_driver,065bb573641f5695b020fff77bed983e825208e3fd4e7b81b7de8410d409ee43,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/WORDLINE_ENABLE_PATH.gds,gen_wl_driver,False,WORDLINE_ENABLE_PATH,sram_1rw_32x16_freepdk45_pinv_0|sram_1rw_32x16_freepdk45_pnand2,"{""x0"": 0.0, ""y0"": -0.033, ""x1"": 2.965, ""y1"": 1.397, ""width"": 2.965, ""height"": 1.43}",4.505832,9,0,5,2,11/0|239/0,A|B|Z|gnd|vdd,5,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WORDLINE_ENABLE_PATH/generation_report.json,enable_path_leaf_gate|inv|nand3|wordline_driver,065bb573641f5695b020fff77bed983e825208e3fd4e7b81b7de8410d409ee43,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/WRITE_ENABLE_PATH.gds,WRITE_ENABLE_PATH,True,,gen_delay_inv|gen_inv|gen_inv|write_driver,"{""x0"": 0.0, ""y0"": 0.047, ""x1"": 1.663, ""y1"": 6.76, ""width"": 1.663, ""height"": 6.713}",0.0,0,0,0,4,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/generation_report.json,delay_inv|enable_path_leaf_gate|inv|write_driver,4fdf0ca11f6126cbdfe761be959cbd12c7f7b3ba13369c46e592d2822c9ece3f,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/WRITE_ENABLE_PATH.gds,gen_inv,False,WRITE_ENABLE_PATH|WRITE_ENABLE_PATH,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_090_sm1_dm1_da_p|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1_da_p,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.743, ""y1"": 1.4000000000000001, ""width"": 0.798, ""height"": 1.433}",4.426475,17,0,4,5,2/0|3/0|6/0|9/0|11/0|239/0,A|Z|gnd|vdd,4,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/generation_report.json,delay_inv|enable_path_leaf_gate|inv|write_driver,4fdf0ca11f6126cbdfe761be959cbd12c7f7b3ba13369c46e592d2822c9ece3f,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/WRITE_ENABLE_PATH.gds,gen_delay_inv,False,WRITE_ENABLE_PATH,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_090_sm1_dm1_da_p|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1_da_p,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.743, ""y1"": 2.505, ""width"": 0.798, ""height"": 2.538}",7.835335,17,0,4,5,2/0|3/0|6/0|9/0|11/0|239/0,A|Z|gnd|vdd,4,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/generation_report.json,delay_inv|enable_path_leaf_gate|inv|write_driver,4fdf0ca11f6126cbdfe761be959cbd12c7f7b3ba13369c46e592d2822c9ece3f,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/WRITE_ENABLE_PATH.gds,write_driver,False,WRITE_ENABLE_PATH,,"{""x0"": -0.1, ""y0"": 0.0, ""x1"": 0.74, ""y1"": 4.175, ""width"": 0.84, ""height"": 4.175}",13.39006,309,0,6,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,bl|br|din|en|gnd|vdd,6,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/WRITE_ENABLE_PATH/generation_report.json,delay_inv|enable_path_leaf_gate|inv|write_driver,4fdf0ca11f6126cbdfe761be959cbd12c7f7b3ba13369c46e592d2822c9ece3f,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/bitcell_array/bitcell_array.gds,bitcell_array,True,,cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw|cell_1rw,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 3.58, ""y1"": 6.26, ""width"": 3.58, ""height"": 6.26}",0.0,0,0,0,16,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/bitcell_array/generation_report.json,bitcell,33f66f86206e184e7e8ffd4509f0893a0efaa8b9a02949fb3ddb8f81486b0a92,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/bitcell_array/bitcell_array.gds,cell_1rw,False,bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array|bitcell_array,,"{""x0"": -0.095, ""y0"": -0.1, ""x1"": 0.8, ""y1"": 1.465, ""width"": 0.895, ""height"": 1.5650000000000002}",7.628195,275,0,7,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,Q|Q_bar|bl|br|gnd|vdd|wl,7,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/bitcell_array/generation_report.json,bitcell,33f66f86206e184e7e8ffd4509f0893a0efaa8b9a02949fb3ddb8f81486b0a92,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/column_mux/column_mux.gds,column_mux,True,,gen_col_mux,"{""x0"": 0.08, ""y0"": 0.08, ""x1"": 0.818, ""y1"": 1.8800000000000001, ""width"": 0.738, ""height"": 1.8}",0.0,0,0,0,1,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/column_mux/generation_report.json,column_mux,a35783a94005b98b1c380129dfdb6d19b7b7dea4c475f0a9dc8585f1aafa2269,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/column_mux/column_mux.gds,gen_col_mux,False,column_mux,sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_24|sram_1rw_32x16_freepdk45_nmos_m1_w0_720_sm1_dm1|sram_1rw_32x16_freepdk45_nmos_m1_w0_720_sm1_dm1,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 0.738, ""y1"": 1.8, ""width"": 0.738, ""height"": 1.8}",2.888341,25,0,7,8,2/0|9/0|11/0|13/0|239/0,bl|bl_out|br|br_out|gnd|sel|vdd,7,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/column_mux/generation_report.json,column_mux,a35783a94005b98b1c380129dfdb6d19b7b7dea4c475f0a9dc8585f1aafa2269,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/decoder_gate_cells.gds,decoder_gate_cells,True,,gen_inv|gen_inv|gen_inv|gen_inv|gen_nand2|gen_nand2|gen_nand4,"{""x0"": 0.025, ""y0"": 0.0, ""x1"": 5.283, ""y1"": 2.9979999999999998, ""width"": 5.258, ""height"": 2.9979999999999998}",0.0,0,0,0,7,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/generation_report.json,and2|and3|decoder_leaf_gate|inv|nand3,27c050ae04593e536fb4a8b890e48d62657161fa1499e01f6188e41fc5b64c67,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/decoder_gate_cells.gds,gen_inv,False,decoder_gate_cells|decoder_gate_cells|decoder_gate_cells|decoder_gate_cells,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_090_sm1_dm1_da_p|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1_da_p,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.743, ""y1"": 1.4000000000000001, ""width"": 0.798, ""height"": 1.433}",4.426475,17,0,4,5,2/0|3/0|6/0|9/0|11/0|239/0,A|Z|gnd|vdd,4,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/generation_report.json,and2|and3|decoder_leaf_gate|inv|nand3,27c050ae04593e536fb4a8b890e48d62657161fa1499e01f6188e41fc5b64c67,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/decoder_gate_cells.gds,gen_nand4,False,decoder_gate_cells,,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 2.6, ""y1"": 1.565, ""width"": 2.6, ""height"": 1.565}",8.5151,28,0,0,0,1/0|2/0|3/0|4/0|5/0|9/0|10/0|11/0,,0,,0,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/generation_report.json,and2|and3|decoder_leaf_gate|inv|nand3,27c050ae04593e536fb4a8b890e48d62657161fa1499e01f6188e41fc5b64c67,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/decoder_gate_cells.gds,gen_nand2,False,decoder_gate_cells|decoder_gate_cells,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_180_sactive_dm1|sram_1rw_32x16_freepdk45_nmos_m1_w0_180_sm1_dactive|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.9570000000000001, ""y1"": 1.4000000000000001, ""width"": 1.012, ""height"": 1.433}",5.737165,28,0,5,8,2/0|3/0|6/0|9/0|11/0|239/0,A|B|Z|gnd|vdd,5,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/decoder_gate_cells/generation_report.json,and2|and3|decoder_leaf_gate|inv|nand3,27c050ae04593e536fb4a8b890e48d62657161fa1499e01f6188e41fc5b64c67,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/dummy_array/dummy_array.gds,dummy_array,True,,dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw|dummy_cell_1rw,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 3.58, ""y1"": 6.26, ""width"": 3.58, ""height"": 6.26}",0.0,0,0,0,16,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/dummy_array/generation_report.json,dummy_cell,b8aa1d584f8f644e3b8bdf64c7044cb8218bf548e5b3144fc5d28fe6f4e64c1c,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/dummy_array/dummy_array.gds,dummy_cell_1rw,False,dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array|dummy_array,,"{""x0"": -0.095, ""y0"": -0.1, ""x1"": 0.8, ""y1"": 1.465, ""width"": 0.895, ""height"": 1.5650000000000002}",7.697754,283,0,5,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,bl|br|gnd|vdd|wl,5,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/dummy_array/generation_report.json,dummy_cell,b8aa1d584f8f644e3b8bdf64c7044cb8218bf548e5b3144fc5d28fe6f4e64c1c,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/precharge/precharge.gds,precharge,True,,gen_precharge,"{""x0"": 0.08, ""y0"": 0.035, ""x1"": 0.7849999999999999, ""y1"": 1.4200000000000002, ""width"": 0.705, ""height"": 1.3850000000000002}",0.0,0,0,0,1,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/precharge/generation_report.json,precharge_cell,4444f84d65f458453d5e9bd1b2e4ce47f0840abfa5466825d239b62abf7be4eb,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/precharge/precharge.gds,gen_precharge,False,precharge,sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_22|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1,"{""x0"": 0.0, ""y0"": -0.045, ""x1"": 0.705, ""y1"": 1.34, ""width"": 0.705, ""height"": 1.385}",2.40079,18,0,4,10,3/0|9/0|11/0|13/0|239/0,bl|br|en_bar|vdd,4,vdd,1,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/precharge/generation_report.json,precharge_cell,4444f84d65f458453d5e9bd1b2e4ce47f0840abfa5466825d239b62abf7be4eb,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/replica_array.gds,replica_array,True,,gen_precharge|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw|replica_cell_1rw,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 1.79, ""y1"": 7.68, ""width"": 1.79, ""height"": 7.68}",0.0,0,0,0,9,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/generation_report.json,precharge_cell|replica_cell,34771f6ac14643ae9b63896d23e53b9a23e207bfc81402628f42de1765ee32af,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/replica_array.gds,replica_cell_1rw,False,replica_array|replica_array|replica_array|replica_array|replica_array|replica_array|replica_array|replica_array,,"{""x0"": -0.095, ""y0"": -0.1, ""x1"": 0.8, ""y1"": 1.465, ""width"": 0.895, ""height"": 1.5650000000000002}",7.693994,283,0,5,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,bl|br|gnd|vdd|wl,5,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/generation_report.json,precharge_cell|replica_cell,34771f6ac14643ae9b63896d23e53b9a23e207bfc81402628f42de1765ee32af,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/replica_array.gds,gen_precharge,False,replica_array,sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_contact_17|sram_1rw_32x16_freepdk45_contact_22|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_contact_23|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1,"{""x0"": 0.0, ""y0"": -0.045, ""x1"": 0.705, ""y1"": 1.34, ""width"": 0.705, ""height"": 1.385}",2.40079,18,0,4,10,3/0|9/0|11/0|13/0|239/0,bl|br|en_bar|vdd,4,vdd,1,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/replica_array/generation_report.json,precharge_cell|replica_cell,34771f6ac14643ae9b63896d23e53b9a23e207bfc81402628f42de1765ee32af,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/row_decoder.gds,row_decoder,True,,gen_inv|gen_inv|gen_inv|gen_inv|gen_nand4|gen_nand4,"{""x0"": 0.025, ""y0"": 0.0, ""x1"": 4.246, ""y1"": 3.13, ""width"": 4.221, ""height"": 3.13}",0.0,0,0,0,6,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/generation_report.json,and3|decoder_leaf_gate|inv|nand3,fe84bd37c4d5671aef6222cfe42991a72be84e1d5fe569ac53aa72d1a1e3e76c,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/row_decoder.gds,gen_inv,False,row_decoder|row_decoder|row_decoder|row_decoder,sram_1rw_32x16_freepdk45_contact_12|sram_1rw_32x16_freepdk45_contact_13|sram_1rw_32x16_freepdk45_contact_14|sram_1rw_32x16_freepdk45_nmos_m1_w0_090_sm1_dm1_da_p|sram_1rw_32x16_freepdk45_pmos_m1_w0_270_sm1_dm1_da_p,"{""x0"": -0.055, ""y0"": -0.033, ""x1"": 0.743, ""y1"": 1.4000000000000001, ""width"": 0.798, ""height"": 1.433}",4.426475,17,0,4,5,2/0|3/0|6/0|9/0|11/0|239/0,A|Z|gnd|vdd,4,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/generation_report.json,and3|decoder_leaf_gate|inv|nand3,fe84bd37c4d5671aef6222cfe42991a72be84e1d5fe569ac53aa72d1a1e3e76c,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/row_decoder.gds,gen_nand4,False,row_decoder|row_decoder,,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 2.6, ""y1"": 1.565, ""width"": 2.6, ""height"": 1.565}",8.5151,28,0,0,0,1/0|2/0|3/0|4/0|5/0|9/0|10/0|11/0,,0,,0,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/row_decoder/generation_report.json,and3|decoder_leaf_gate|inv|nand3,fe84bd37c4d5671aef6222cfe42991a72be84e1d5fe569ac53aa72d1a1e3e76c,PARSED_WITH_MISSING_CHILD_REFERENCE
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/sense_amp/sense_amp.gds,sense_amp,True,sense_amp,sense_amp,"{""x0"": 0.0, ""y0"": 0.0, ""x1"": 0.775, ""y1"": 6.01, ""width"": 0.775, ""height"": 6.01}",0.0,0,0,0,1,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/sense_amp/generation_report.json,sense_amp,f5dea51b6030e141c6f768548849ae99780f11d1b8f662d1e4b70cc692c09adf,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/sense_amp/sense_amp.gds,sense_amp,True,sense_amp,sense_amp,"{""x0"": -0.035, ""y0"": 0.0, ""x1"": 0.74, ""y1"": 6.01, ""width"": 0.775, ""height"": 6.01}",18.76915,262,0,7,0,1/0|2/0|3/0|4/0|5/0|6/0|9/0|10/0|11/0|12/0|13/0|239/0,bl|br|dout|en|gnd|vdd,6,gnd|vdd,2,True,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/sense_amp/generation_report.json,sense_amp,f5dea51b6030e141c6f768548849ae99780f11d1b8f662d1e4b70cc692c09adf,PARSED
/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/wordline_decoder/wordline_decoder.gds,wordline_decoder,True,,gen_inv|gen_inv|gen_inv|gen_inv|gen_inv|gen_nand4,"{""x0"": 0.025, ""y0"": 0.0, ""x1"": 4.246, ""y1"": 2.9979999999999998, ""width"": 4.221, ""height"": 2.9979999999999998}",0.0,0,0,0,6,,,0,,0,False,False,False,False,False,False,False,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/openyield_module_gds/wordline_decoder/generation_report.json,and3|inv|nand3|wordline_decoder_leaf_gate,abeca5eaa4e5993ce8f83ce62f361800b1c2f6654e696df9775be6342c155e55,PARSED_WITH_MISSING_CHILD_REFERENCE
