origin,element_scope,element_name,element_type,raw_text,classification,reason
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_8,X,XWRITEDRIVER_8 VDD VSS w_en DIN_dff8 BL8 BLB8 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_9,X,XWRITEDRIVER_9 VDD VSS w_en DIN_dff9 BL9 BLB9 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_10,X,XWRITEDRIVER_10 VDD VSS w_en DIN_dff10 BL10 BLB10 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_11,X,XWRITEDRIVER_11 VDD VSS w_en DIN_dff11 BL11 BLB11 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_12,X,XWRITEDRIVER_12 VDD VSS w_en DIN_dff12 BL12 BLB12 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_13,X,XWRITEDRIVER_13 VDD VSS w_en DIN_dff13 BL13 BLB13 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_14,X,XWRITEDRIVER_14 VDD VSS w_en DIN_dff14 BL14 BLB14 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,XWRITEDRIVER_15,X,XWRITEDRIVER_15 VDD VSS w_en DIN_dff15 BL15 BLB15 WRITEDRIVER,DESIGN_CIRCUIT,Design hierarchy instance or device.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN0,V,VDIN0 DIN0 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN1,V,VDIN1 DIN1 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN2,V,VDIN2 DIN2 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN3,V,VDIN3 DIN3 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN4,V,VDIN4 DIN4 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN5,V,VDIN5 DIN5 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN6,V,VDIN6 DIN6 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN7,V,VDIN7 DIN7 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN8,V,VDIN8 DIN8 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN9,V,VDIN9 DIN9 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN10,V,VDIN10 DIN10 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN11,V,VDIN11 DIN11 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN12,V,VDIN12 DIN12 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN13,V,VDIN13 DIN13 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN14,V,VDIN14 DIN14 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VDIN15,V,VDIN15 DIN15 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 40.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VADDR_0,V,VADDR_0 A0 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VADDR_1,V,VADDR_1 A1 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VADDR_2,V,VADDR_2 A2 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VADDR_3,V,VADDR_3 A3 VSS DC 0V PULSE(0V 1.0V 2.0ns 0.1ns 0.1ns 2.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VCLK,V,VCLK clk VSS DC 0V PULSE(0V 1.0V 3.0ns 0.1ns 0.1ns 5.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VCSB,V,VCSB csb VSS DC 0V PULSE(0V 1.0V 1.0ns 0.1ns 0.1ns 1.0ns 10ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
sample_openyield_sram_netlist,NETLIST_TOP_LEVEL,VWEB,V,VWEB web VSS DC 0V PULSE(1.0V 0V 2.0ns 0.1ns 0.1ns 9.8ns 20.0ns),TESTBENCH_STIMULUS,Independent testbench source or waveform stimulus.
generator_call_chain,GENERATOR_CALL,create_sram_array,python_call,create_sram_array,DESIGN_CIRCUIT,Creates the SRAM core array subcircuit and top instance.
generator_call_chain,GENERATOR_CALL,create_replica_column,python_call,create_replica_column,DESIGN_CIRCUIT,Creates the replica column design path.
generator_call_chain,GENERATOR_CALL,create_and2_for_rwl,python_call,create_and2_for_rwl,DESIGN_CIRCUIT,Creates RWL control gate consumed by replica column path.
generator_call_chain,GENERATOR_CALL,create_time_circuit,python_call,create_time_circuit,DESIGN_CIRCUIT,Creates TIME control candidate subcircuit and design instance.
generator_call_chain,GENERATOR_CALL,add_cs_startup_clamp,python_call,add_cs_startup_clamp,TESTBENCH_STIMULUS,Adds startup clamp pulse sources only for simulation stimulus.
generator_call_chain,GENERATOR_CALL,create_decoder,python_call,create_decoder,DESIGN_CIRCUIT,Creates decoder design circuitry.
generator_call_chain,GENERATOR_CALL,create_wl_driver,python_call,create_wl_driver,DESIGN_CIRCUIT,Creates wordline driver design circuitry.
generator_call_chain,GENERATOR_CALL,create_D_latch,python_call,create_D_latch,MEASUREMENT_SCAFFOLD,Adds a target-column observation latch rather than a full macro output bus.
generator_call_chain,GENERATOR_CALL,create_read_periphery,python_call,create_read_periphery,DESIGN_CIRCUIT,"Creates precharge, optional mux, and sense-amplifier design circuitry."
generator_call_chain,GENERATOR_CALL,create_write_periphery,python_call,create_write_periphery,DESIGN_CIRCUIT,Creates write-driver design circuitry.
generator_call_chain,GENERATOR_CALL,address_pulse_sources,python_call,address_pulse_sources,TESTBENCH_STIMULUS,Top-level target-address pulse or DC stimulus.
generator_call_chain,GENERATOR_CALL,clock_pulse_source,python_call,clock_pulse_source,TESTBENCH_STIMULUS,Top-level testbench clock source.
generator_call_chain,GENERATOR_CALL,csb_pulse_source,python_call,csb_pulse_source,TESTBENCH_STIMULUS,Top-level chip-select-bar stimulus.
generator_call_chain,GENERATOR_CALL,web_pulse_source,python_call,web_pulse_source,TESTBENCH_STIMULUS,Top-level write-enable-bar stimulus.
