DRC,LVS,M1,M2,M3,VIA1,VIA2,area,candidate,contacts,height,high_layer_ratio,internal_boundary_escape,role,route_only_area_proxy,width
DRC_PASS,LVS_FAIL,,,,,,9.1017,DFF_TOPO_SHARED_00_7_TRAIL,,,,,historical_9p1_style,,
DRC_PASS,LVS_PASS,,,,,,58.450613,DFF_TG4_INV7,,,,,tg4_qor_reference,,
DRC_PASS,LVS_PASS,,,,,,29.199063,DFF_9P1_REPAIR_ITER012,,,,,iter012,,
DRC_PASS,LVS_PASS,,,,,,18.78775,DFF_4I_LOCAL_WIDE_D,,,,,current_4i,,
DRC_PASS,LVS_PASS,28.755,40.3,32.275,27,27,19.57385,DFF_RECT_BAND_SHIFT_TS045_TP038,50,5.545,0.716224,0,BEST_AREA_RECT_VALID,11.46685,3.53
DRC_PASS,LVS_PASS,28.755,40.3,32.695,27,27,19.96875,DFF_RECT_BAND_SHIFT_P266,50,5.625,0.717396,0,BEST_LOCALITY_RECT_VALID,11.86175,3.55
DRC_PASS,LVS_PASS,28.755,49.06,32.275,27,27,21.611638,DFF_RECT_BAND_SHIFT_WIDE,50,5.545,0.738805,0,BEST_LOW_M3_RECT_VALID,13.504638,3.8975
DRC_PASS,LVS_PASS,18.505,24.49,32.525,27,19,20.24455,DFF_RECT_LOCAL_Z2_ENV080,24,5.735,0.754966,0,BEST_BALANCED_RECT_VALID,12.13755,3.53
