instance_name,module,x0,y0,x1,y1,orientation
upper_enable_stage,decoder_gate_cells_v2,0.0,0.0,40.83,3.7175,R0
lower_wordline_stage_0,decoder_gate_cells_v2,46.0,0.0,86.83,3.7175,R0
lower_wordline_stage_1,decoder_gate_cells_v2,92.0,0.0,132.83,3.7175,R0
