DRC,LVS,M1,M2,M3,VIA1,VIA2,area,candidate,contacts,height,high_layer_ratio,role,width
DRC_PASS,LVS_PASS,28.755,91.355,33.605,27,27,29.199063,DFF_9P1_REPAIR_ITER012,50,5.575,0.812933,baseline_iter012,5.2375
DRC_PASS,LVS_PASS,28.755,86.79,32.525,27,19,27.359312,DFF_9P1_LOCAL_IC_TP215,50,5.575,0.805801,best_area_valid,4.9075
DRC_PASS,LVS_PASS,28.755,86.79,32.525,27,19,27.359312,DFF_9P1_LOCAL_IC_TP215,50,5.575,0.805801,best_local_interconnect_valid,4.9075
DRC_PASS,LVS_PASS,28.755,86.79,32.525,27,19,27.359312,DFF_9P1_LOCAL_IC_TP215,50,5.575,0.805801,best_low_m3_valid,4.9075
DRC_PASS,LVS_PASS,28.755,86.79,32.525,27,19,27.359312,DFF_9P1_LOCAL_IC_TP215,50,5.575,0.805801,best_low_via_valid,4.9075
DRC_PASS,LVS_PASS,28.755,86.79,32.525,27,19,27.359312,DFF_9P1_LOCAL_IC_TP215,50,5.575,0.805801,best_balanced_valid,4.9075
